#{"t_start": 1737121517.4763908, "env_id": "None"}
r,l,t,invalid_share
-232.7,100,17.836184,0.06
-628.6,100,17.897163,0.05
-508.6,100,17.956699,0.07
-412.1,100,18.016454,0.05
-454.7,100,18.076144,0.04
-566.8,100,18.136058,0.13
-476.8,100,18.198641,0.09
-390.5,100,18.261387,0.12
-617.8,100,18.321251,0.09
-468.5,100,18.381647,0.08
-653.1,100,18.458176,0.12
-530.5,100,18.516862,0.06
-568.8,100,18.575477,0.06
-403.4,100,18.63658,0.07
-528.1,100,18.696201,0.09
-486.2,100,18.75502,0.08
-233.3,100,18.815414,0.08
-239.3,100,18.8798,0.06
-617.8,100,18.939687,0.1
-287.9,100,19.496669,0.05
-463.3,100,19.557851,0.07
-669.8,100,19.619774,0.06
-362.2,100,19.681625,0.05
-704.8,100,19.740695,0.06
-376.1,100,19.801223,0.03
-529.5,100,19.864219,0.07
-473.9,100,19.927441,0.05
-462.4,100,19.990143,0.12
-352.9,100,20.050436,0.03
-316.8,100,20.110819,0.05
-553.7,100,20.170409,0.06
-450.5,100,20.229515,0.08
-342.9,100,20.289837,0.08
-440.2,100,20.352303,0.04
-292.7,100,20.412605,0.05
-468.8,100,20.47225,0.05
-300.5,100,20.537081,0.02
-261.2,100,20.599113,0.03
-368.6,100,20.661666,0.05
-234.9,100,21.207383,0.11
-364.7,100,21.270398,0.04
-356.9,100,21.335179,0.04
-219.5,100,21.399534,0.06
-160.2,100,21.459084,0.07
-211.1,100,21.520523,0.08
-103.5,100,21.581529,0.04
-316.5,100,21.644692,0.04
-289.6,100,21.708226,0.04
-230.6,100,21.768345,0.07
-199.4,100,21.829748,0.08
-213.6,100,21.892366,0.04
-129.4,100,21.952731,0.05
-427.5,100,22.011858,0.08
-389.6,100,22.071113,0.07
-247.9,100,22.13233,0.07
-484.5,100,22.192394,0.06
-175.3,100,22.252336,0.08
-188.7,100,22.313951,0.03
-226.9,100,22.37771,0.06
-348.2,100,22.437948,0.0
-288.4,100,22.983573,0.06
-113.8,100,23.046347,0.11
-299.2,100,23.108853,0.05
-111.1,100,23.172719,0.03
-260.7,100,23.233577,0.02
-172.8,100,23.294105,0.02
-220.0,100,23.360247,0.07
-232.4,100,23.42379,0.06
-281.7,100,23.484694,0.04
-313.1,100,23.544443,0.05
-173.1,100,23.605116,0.04
-295.8,100,23.667542,0.03
-320.6,100,23.727449,0.08
-94.8,100,23.788262,0.03
-276.3,100,23.849783,0.08
-248.9,100,23.912259,0.03
-99.4,100,23.97262,0.05
-373.9,100,24.034706,0.04
-71.4,100,24.096138,0.06
-142.7,100,24.158886,0.03
-127.0,100,24.708153,0.03
-140.1,100,24.772615,0.04
-282.9,100,24.836121,0.07
-174.4,100,24.899183,0.04
-229.1,100,24.959783,0.06
-81.0,100,25.020662,0.01
-128.9,100,25.085146,0.04
-426.5,100,25.149333,0.05
-342.0,100,25.211278,0.07
-295.7,100,25.271287,0.03
-408.1,100,25.331272,0.03
-115.9,100,25.39504,0.07
-327.6,100,25.455367,0.07
-54.0,100,25.515957,0.05
-563.8,100,25.576174,0.09
-344.3,100,25.636726,0.06
-167.2,100,25.699226,0.02
-325.5,100,25.761335,0.05
-170.0,100,25.822503,0.05
-394.9,100,25.885508,0.07
-250.9,100,25.94605,0.04
-295.5,100,26.502742,0.03
-165.2,100,26.565931,0.05
-399.8,100,26.627738,0.09
-274.8,100,26.691289,0.03
-95.7,100,26.760787,0.05
-640.3,100,26.824185,0.06
-206.6,100,26.88809,0.05
-151.1,100,26.949122,0.05
-146.4,100,27.009735,0.05
-109.8,100,27.070259,0.03
-227.1,100,27.131235,0.05
-138.3,100,27.193493,0.06
-130.2,100,27.254257,0.05
-153.7,100,27.314792,0.06
-188.4,100,27.379178,0.04
-354.6,100,27.440379,0.04
-271.3,100,27.502231,0.07
-224.2,100,27.563018,0.02
-179.4,100,27.62232,0.09
-81.7,100,27.685096,0.03
-260.5,100,28.238824,0.05
-120.5,100,28.302618,0.04
-268.6,100,28.367888,0.05
-458.4,100,28.429628,0.05
-284.1,100,28.490509,0.06
-103.7,100,28.553692,0.07
-95.9,100,28.61741,0.06
-195.3,100,28.680574,0.01
-160.5,100,28.742271,0.03
-236.3,100,28.803001,0.04
-190.8,100,28.866768,0.03
-188.3,100,28.928197,0.09
-103.9,100,28.989107,0.02
-74.4,100,29.049566,0.07
-75.3,100,29.110274,0.07
-245.5,100,29.170848,0.06
-82.0,100,29.234768,0.04
-91.6,100,29.295503,0.05
-511.2,100,29.357101,0.03
-115.9,100,29.419605,0.02
-331.2,100,29.479607,0.06
-203.2,100,30.027409,0.01
-242.4,100,30.090389,0.06
-80.0,100,30.153875,0.05
-140.2,100,30.217965,0.03
-143.9,100,30.282662,0.02
-75.6,100,30.347851,0.01
-174.1,100,30.41154,0.04
-122.7,100,30.472839,0.03
-128.8,100,30.534081,0.04
-108.0,100,30.595067,0.02
-89.4,100,30.656166,0.05
-188.3,100,30.718551,0.05
-119.9,100,30.77957,0.07
-88.0,100,30.841131,0.08
-108.1,100,30.91837,0.02
-139.5,100,30.981596,0.05
-96.4,100,31.043262,0.07
-89.3,100,31.105268,0.05
-140.8,100,31.165946,0.1
-79.5,100,31.228696,0.06
-94.3,100,31.801679,0.04
-91.2,100,31.867312,0.04
-90.2,100,31.932548,0.02
-272.4,100,31.996717,0.03
-66.0,100,32.060678,0.01
-167.8,100,32.125539,0.06
-85.3,100,32.187314,0.06
-129.0,100,32.249459,0.02
-120.1,100,32.309929,0.03
-85.2,100,32.373906,0.04
-130.6,100,32.435982,0.05
-88.3,100,32.496853,0.01
-112.7,100,32.557792,0.03
-74.2,100,32.618331,0.03
-79.0,100,32.680069,0.03
-81.7,100,32.744787,0.03
-125.4,100,32.80578,0.01
-62.2,100,32.868301,0.08
-97.1,100,32.930115,0.04
-89.2,100,32.9914,0.03
-240.4,100,33.051395,0.05
-79.7,100,33.587796,0.05
-75.9,100,33.650716,0.04
-174.7,100,33.715115,0.04
-130.9,100,33.778334,0.02
-112.4,100,33.842811,0.04
-165.8,100,33.907316,0.05
-70.5,100,33.968062,0.05
-85.8,100,34.03002,0.05
-120.5,100,34.090871,0.07
-86.0,100,34.15262,0.02
-66.3,100,34.215941,0.05
-138.3,100,34.276541,0.05
-85.9,100,34.336972,0.04
-110.5,100,34.400806,0.07
-90.3,100,34.463456,0.04
-187.0,100,34.525992,0.02
-133.3,100,34.586501,0.06
-88.6,100,34.648085,0.04
-64.7,100,34.710605,0.04
-123.2,100,34.771716,0.04
-181.5,100,35.340157,0.05
-86.1,100,35.406967,0.06
-90.8,100,35.471233,0.01
-120.7,100,35.536275,0.0
-127.7,100,35.600028,0.03
-109.6,100,35.66082,0.03
-253.7,100,35.722489,0.05
-148.2,100,35.783877,0.03
-81.0,100,35.844512,0.04
-60.7,100,35.907941,0.04
-103.5,100,35.96943,0.06
-79.6,100,36.030423,0.04
-82.9,100,36.092188,0.01
-77.7,100,36.152716,0.02
-103.4,100,36.215933,0.04
-157.5,100,36.27689,0.08
-110.5,100,36.337983,0.0
-78.3,100,36.401571,0.01
-94.2,100,36.462538,0.07
-92.3,100,36.523089,0.06
-124.9,100,36.583725,0.04
-96.1,100,37.164222,0.03
-128.9,100,37.228597,0.01
-89.3,100,37.292435,0.01
-113.5,100,37.354061,0.04
-293.4,100,37.417827,0.02
-113.0,100,37.479749,0.03
-95.1,100,37.540669,0.03
-173.3,100,37.601426,0.07
-131.2,100,37.662011,0.04
-66.7,100,37.723904,0.03
-79.6,100,37.785983,0.06
-82.8,100,37.849816,0.03
-104.4,100,37.915165,0.01
-95.1,100,37.978638,0.05
-115.8,100,38.039391,0.03
-100.9,100,38.099918,0.04
-84.3,100,38.161212,0.05
-82.5,100,38.222303,0.04
-92.6,100,38.283705,0.02
-172.5,100,38.345052,0.05
-105.1,100,38.900494,0.01
-92.8,100,38.965629,0.02
-80.9,100,39.0293,0.08
-80.1,100,39.091987,0.01
-88.0,100,39.154027,0.02
-87.0,100,39.225489,0.01
-70.3,100,39.288091,0.02
-84.4,100,39.350062,0.04
-75.8,100,39.415044,0.06
-97.4,100,39.475445,0.03
-75.5,100,39.536636,0.03
-94.6,100,39.598766,0.05
-106.4,100,39.663546,0.01
-103.1,100,39.728236,0.02
-119.8,100,39.790087,0.03
-135.5,100,39.85096,0.04
-79.0,100,39.915026,0.05
-83.2,100,39.976438,0.04
-80.9,100,40.037167,0.03
-88.0,100,40.098013,0.02
-469.8,100,40.158164,0.04
-108.1,100,40.710181,0.03
-77.4,100,40.7744,0.02
-85.9,100,40.837029,0.0
-90.0,100,40.901372,0.02
-87.6,100,40.963815,0.01
-81.8,100,41.025294,0.02
-75.4,100,41.08584,0.02
-94.6,100,41.146041,0.03
-96.0,100,41.20707,0.01
-101.5,100,41.270246,0.03
-83.7,100,41.331995,0.04
-90.4,100,41.398314,0.03
-93.1,100,41.462388,0.01
-76.0,100,41.524378,0.02
-91.0,100,41.585022,0.07
-78.6,100,41.646462,0.03
-74.9,100,41.707315,0.0
-74.8,100,41.769899,0.0
-85.0,100,41.831183,0.04
-84.4,100,41.894598,0.03
-94.1,100,42.461879,0.03
-82.4,100,42.526,0.0
-94.1,100,42.590073,0.01
-83.9,100,42.652687,0.03
-80.6,100,42.713401,0.04
-87.7,100,42.777041,0.03
-92.6,100,42.839239,0.02
-83.0,100,42.902541,0.08
-88.0,100,42.964611,0.05
-84.1,100,43.025633,0.01
-90.0,100,43.088463,0.01
-146.7,100,43.152689,0.02
-93.9,100,43.215629,0.03
-88.0,100,43.278965,0.02
-87.1,100,43.341091,0.03
-116.6,100,43.404772,0.01
-83.9,100,43.466836,0.03
-72.4,100,43.527824,0.02
-73.6,100,43.588399,0.02
-260.5,100,43.648827,0.02
-78.0,100,43.709533,0.03
-85.0,100,44.265619,0.01
-73.0,100,44.330761,0.02
-90.7,100,44.396189,0.02
-77.1,100,44.460162,0.03
-62.0,100,44.523166,0.04
-91.5,100,44.58437,0.02
-75.8,100,44.646118,0.04
-82.5,100,44.708353,0.01
-77.9,100,44.770141,0.02
-85.9,100,44.83367,0.07
-90.8,100,44.899299,0.07
-82.9,100,44.963178,0.05
-81.6,100,45.024773,0.03
-73.5,100,45.086273,0.02
-93.4,100,45.148173,0.01
-81.7,100,45.209625,0.02
-75.8,100,45.271739,0.04
-92.9,100,45.334642,0.03
-87.8,100,45.39766,0.01
-90.9,100,45.464605,0.02
-86.7,100,46.02582,0.06
-90.8,100,46.090025,0.02
-83.5,100,46.152719,0.02
-67.8,100,46.21513,0.06
-82.3,100,46.278444,0.01
-78.7,100,46.340807,0.02
-78.4,100,46.40437,0.02
-115.2,100,46.467541,0.02
-142.2,100,46.529074,0.02
-128.5,100,46.592145,0.04
-118.8,100,46.657383,0.02
-72.5,100,46.721545,0.01
-76.8,100,46.783264,0.04
-101.9,100,46.844349,0.01
-88.4,100,46.907043,0.02
-81.8,100,46.969874,0.02
-103.7,100,47.031215,0.0
-78.4,100,47.091699,0.02
-81.7,100,47.152927,0.02
-76.0,100,47.213574,0.03
-70.0,100,47.822295,0.02
-79.5,100,47.886693,0.01
-63.8,100,47.952415,0.06
-86.4,100,48.015731,0.04
-55.9,100,48.076449,0.06
-111.2,100,48.136538,0.02
-90.1,100,48.197337,0.02
-69.8,100,48.258049,0.04
-72.5,100,48.32188,0.0
-115.2,100,48.385667,0.02
-82.1,100,48.450316,0.03
-87.7,100,48.514849,0.02
-75.3,100,48.576247,0.02
-92.3,100,48.637465,0.02
-73.2,100,48.698892,0.0
-64.0,100,48.759398,0.05
-65.5,100,48.822034,0.05
-74.6,100,48.882852,0.04
-59.4,100,48.946829,0.01
-67.8,100,49.008288,0.01
-78.4,100,49.06951,0.0
-64.6,100,49.64369,0.04
-62.6,100,49.706879,0.01
-66.2,100,49.771144,0.02
-64.5,100,49.834472,0.03
-103.0,100,49.895316,0.06
-78.9,100,49.959878,0.04
-57.1,100,50.020456,0.03
-56.8,100,50.081645,0.02
-62.9,100,50.145028,0.02
-64.1,100,50.209242,0.01
-61.1,100,50.27306,0.06
-68.0,100,50.33648,0.03
-59.8,100,50.397293,0.06
-78.6,100,50.461806,0.01
-72.1,100,50.523012,0.03
-69.8,100,50.584399,0.06
-66.8,100,50.650827,0.02
-79.7,100,50.711388,0.01
-64.4,100,50.771404,0.05
-93.3,100,50.834505,0.05
-130.2,100,51.400757,0.05
-109.9,100,51.466552,0.03
-65.2,100,51.531224,0.01
-64.1,100,51.594096,0.02
-133.5,100,51.654647,0.02
-54.8,100,51.715166,0.08
-67.5,100,51.775741,0.02
-61.6,100,51.837693,0.09
-75.0,100,51.900013,0.01
-90.3,100,51.964823,0.01
-57.8,100,52.029951,0.03
-56.2,100,52.090816,0.04
-64.5,100,52.151975,0.02
-126.0,100,52.213299,0.03
-76.2,100,52.273835,0.03
-210.9,100,52.336473,0.04
-78.7,100,52.396667,0.07
-70.2,100,52.461255,0.03
-68.5,100,52.522519,0.05
-99.1,100,52.582315,0.1
-72.4,100,52.645614,0.02
-79.3,100,53.210746,0.03
-86.7,100,53.274592,0.04
-71.1,100,53.34013,0.02
-60.7,100,53.402179,0.04
-78.6,100,53.466496,0.03
-67.1,100,53.527797,0.03
-80.1,100,53.589096,0.01
-60.3,100,53.650898,0.02
-65.9,100,53.715853,0.05
-71.4,100,53.77984,0.02
-65.5,100,53.842066,0.03
-59.2,100,53.902989,0.04
-85.9,100,53.967616,0.1
-77.1,100,54.028632,0.02
-85.6,100,54.089728,0.05
-78.3,100,54.149939,0.02
-101.2,100,54.210892,0.0
-48.0,100,54.271271,0.08
-76.2,100,54.332897,0.05
-126.9,100,54.396505,0.02
-79.3,100,54.971619,0.03
-64.4,100,55.036298,0.06
-65.7,100,55.099477,0.04
-80.2,100,55.162854,0.0
-59.2,100,55.223256,0.07
-66.4,100,55.284038,0.04
-78.7,100,55.346673,0.02
-70.1,100,55.409896,0.03
-101.4,100,55.477033,0.02
-55.1,100,55.541702,0.03
-95.0,100,55.602694,0.02
-66.6,100,55.663227,0.03
-71.2,100,55.724999,0.01
-67.7,100,55.7865,0.01
-68.9,100,55.857785,0.04
-68.5,100,55.919881,0.05
-60.7,100,55.982998,0.03
-57.0,100,56.04397,0.05
-66.8,100,56.105182,0.06
-59.9,100,56.168199,0.12
-70.9,100,56.230077,0.0
-88.3,100,56.769808,0.03
-46.8,100,56.834676,0.02
-60.4,100,56.899779,0.05
-134.5,100,56.964199,0.05
-67.0,100,57.025361,0.07
-58.3,100,57.085422,0.04
-59.8,100,57.145933,0.08
-82.8,100,57.210062,0.05
-55.5,100,57.274217,0.04
-74.9,100,57.336156,0.02
-70.3,100,57.398024,0.04
-74.3,100,57.462046,0.09
-133.5,100,57.522841,0.03
-347.2,100,57.582178,0.06
-71.3,100,57.642647,0.05
-65.1,100,57.702481,0.02
-61.6,100,57.762396,0.05
-57.1,100,57.824017,0.03
-58.1,100,57.887936,0.02
-129.3,100,57.952524,0.04
-68.1,100,58.500848,0.05
-113.3,100,58.56556,0.07
-93.2,100,58.629189,0.03
-54.6,100,58.692608,0.04
-61.5,100,58.75314,0.03
-70.3,100,58.813998,0.05
-63.6,100,58.877876,0.05
-63.2,100,58.943199,0.03
-63.4,100,59.007722,0.04
-67.6,100,59.068824,0.01
-62.8,100,59.129987,0.01
-60.1,100,59.190843,0.05
-71.9,100,59.250914,0.06
-52.0,100,59.31144,0.02
-73.8,100,59.37305,0.05
-60.4,100,59.435355,0.04
-58.1,100,59.498919,0.01
-66.4,100,59.559793,0.05
-54.3,100,59.622859,0.02
-74.3,100,59.684284,0.04
-65.3,100,59.745521,0.06
-67.9,100,60.355994,0.0
-56.3,100,60.420969,0.05
-105.5,100,60.48638,0.01
-59.4,100,60.548364,0.05
-64.8,100,60.610383,0.06
-84.3,100,60.6759,0.03
-130.9,100,60.739468,0.09
-71.3,100,60.803857,0.02
-57.9,100,60.865261,0.02
-127.1,100,60.927384,0.03
-72.2,100,60.99137,0.01
-57.3,100,61.052368,0.0
-50.0,100,61.111587,0.1
-108.6,100,61.172333,0.03
-62.3,100,61.23324,0.02
-51.4,100,61.293892,0.03
-69.6,100,61.354986,0.02
-85.7,100,61.41921,0.03
-56.2,100,61.482737,0.02
-55.1,100,61.543601,0.03
-71.1,100,62.092039,0.0
-58.5,100,62.155883,0.01
-50.1,100,62.220351,0.01
-58.4,100,62.283228,0.06
-92.5,100,62.344229,0.04
-69.7,100,62.407401,0.02
-68.6,100,62.473805,0.03
-61.9,100,62.537195,0.04
-59.1,100,62.598487,0.04
-70.2,100,62.659277,0.05
-56.4,100,62.71992,0.03
-68.0,100,62.78046,0.02
-64.4,100,62.841621,0.01
-70.8,100,62.904562,0.03
-61.9,100,62.968837,0.01
-149.4,100,63.029773,0.06
-59.5,100,63.091093,0.06
-88.5,100,63.153847,0.03
-70.5,100,63.215317,0.02
-51.5,100,63.275735,0.04
-56.4,100,63.336296,0.02
-63.6,100,63.895938,0.07
-57.8,100,63.961236,0.04
-68.4,100,64.02455,0.02
-53.8,100,64.086755,0.01
-43.2,100,64.162048,0.09
-55.0,100,64.226759,0.06
-60.5,100,64.290967,0.01
-60.0,100,64.351317,0.07
-57.9,100,64.413733,0.03
-56.7,100,64.477264,0.06
-65.7,100,64.539338,0.09
-73.5,100,64.600896,0.02
-55.1,100,64.661536,0.03
-60.2,100,64.72199,0.05
-61.9,100,64.783154,0.04
-44.2,100,64.843854,0.03
-62.7,100,64.907709,0.07
-48.8,100,64.970693,0.05
-67.1,100,65.033029,0.05
-141.7,100,65.092787,0.04
-59.8,100,65.634536,0.04
-67.8,100,65.698257,0.07
-57.1,100,65.761286,0.06
-43.0,100,65.823368,0.01
-61.9,100,65.884921,0.06
-75.3,100,65.95081,0.04
-55.0,100,66.014986,0.07
-46.7,100,66.075666,0.07
-39.4,100,66.135956,0.1
-43.6,100,66.19694,0.05
-56.5,100,66.25732,0.02
-49.6,100,66.318344,0.01
-49.1,100,66.378771,0.07
-54.0,100,66.442004,0.02
-40.3,100,66.506307,0.02
-54.1,100,66.566669,0.04
-82.3,100,66.629788,0.03
-52.9,100,66.690441,0.05
-57.5,100,66.750975,0.02
-63.2,100,66.81144,0.0
-61.5,100,66.872155,0.05
-69.4,100,67.48056,0.05
-60.0,100,67.544569,0.01
-43.9,100,67.610128,0.03
-61.3,100,67.677295,0.06
-57.8,100,67.743129,0.04
-56.0,100,67.807183,0.03
-94.5,100,67.872285,0.02
-59.1,100,67.937349,0.05
-61.5,100,68.000876,0.07
-62.6,100,68.062335,0.03
-42.8,100,68.128732,0.06
-54.8,100,68.195086,0.01
-127.2,100,68.260955,0.02
-62.4,100,68.32649,0.01
-65.1,100,68.392237,0.02
-39.0,100,68.458925,0.03
-49.4,100,68.52223,0.02
-53.5,100,68.583841,0.04
-59.7,100,68.644121,0.06
-54.7,100,68.705364,0.02
-50.3,100,69.29201,0.08
-46.7,100,69.357189,0.08
-36.1,100,69.42224,0.03
-57.6,100,69.488086,0.05
-33.4,100,69.554186,0.02
-32.6,100,69.617834,0.03
-52.5,100,69.678705,0.03
-73.6,100,69.739793,0.04
-55.5,100,69.80111,0.06
-64.1,100,69.865508,0.02
-90.8,100,69.931006,0.08
-57.9,100,69.996503,0.03
-53.9,100,70.058636,0.05
-41.6,100,70.118963,0.09
-51.1,100,70.179348,0.07
-75.5,100,70.241992,0.01
-49.0,100,70.303993,0.01
-79.9,100,70.389273,0.05
-38.2,100,70.458052,0.02
-38.3,100,70.525523,0.07
-41.0,100,70.593862,0.02
-43.4,100,71.382054,0.0
-109.1,100,71.449784,0.06
-113.0,100,71.52965,0.0
-69.9,100,71.629552,0.06
-43.8,100,71.699373,0.05
-77.5,100,71.769458,0.04
-50.8,100,71.837865,0.01
-136.3,100,71.903599,0.1
-40.5,100,71.970866,0.05
-57.1,100,72.037957,0.04
-47.7,100,72.105103,0.06
-60.4,100,72.173603,0.04
-132.1,100,72.242242,0.0
-39.4,100,72.311199,0.05
-38.5,100,72.379278,0.06
-267.0,100,72.453127,0.05
-47.2,100,72.519284,0.03
-53.3,100,72.588794,0.07
-66.4,100,72.652839,0.09
-45.8,100,72.717441,0.01
-58.1,100,73.570043,0.02
-50.6,100,73.635661,0.01
-45.2,100,73.700197,0.02
-42.4,100,73.766477,0.04
-39.1,100,73.831817,0.03
-50.7,100,73.897661,0.08
-53.8,100,73.963903,0.06
-48.6,100,74.028722,0.03
-36.8,100,74.093728,0.08
-34.3,100,74.156474,0.04
-42.1,100,74.218441,0.02
-60.2,100,74.279626,0.04
-70.2,100,74.341054,0.03
-53.0,100,74.401927,0.03
-40.3,100,74.464789,0.06
-45.0,100,74.528311,0.1
-39.8,100,74.589223,0.07
-90.7,100,74.650216,0.07
-31.0,100,74.710407,0.01
-48.9,100,74.773702,0.08
-91.4,100,74.833962,0.07
-38.7,100,75.459692,0.06
-49.1,100,75.526055,0.04
-43.1,100,75.589637,0.01
-61.1,100,75.650184,0.08
-39.6,100,75.710561,0.03
-47.7,100,75.773677,0.08
-60.2,100,75.834527,0.0
