#{"t_start": 1737120020.8714721, "env_id": "None"}
r,l,t,invalid_share
-217.2,100,168.520438,0.05
-228.1,100,168.585673,0.04
-174.0,100,168.648354,0.04
-192.1,100,168.710535,0.04
-210.1,100,168.77192,0.05
-160.9,100,168.840118,0.03
-121.5,100,168.952842,0.08
-175.3,100,169.029889,0.08
-178.5,100,169.128787,0.03
-135.4,100,169.192256,0.07
-176.8,100,169.256111,0.05
-115.2,100,169.318228,0.07
-187.0,100,169.38012,0.08
-231.1,100,169.441488,0.06
-135.8,100,169.504227,0.19
-117.6,100,169.569335,0.09
-117.4,100,169.637782,0.06
-177.3,100,169.705121,0.09
-177.5,100,169.774308,0.04
-169.0,100,170.522911,0.08
-162.3,100,170.598548,0.04
-107.8,100,170.663566,0.11
-186.5,100,170.735422,0.03
-167.0,100,170.79918,0.02
-149.6,100,170.879838,0.03
-220.0,100,170.950692,0.02
-140.2,100,171.015727,0.07
-150.6,100,171.0879,0.02
-197.0,100,171.164313,0.06
-156.9,100,171.228817,0.02
-136.4,100,171.292467,0.11
-175.2,100,171.368192,0.01
-170.4,100,171.434142,0.04
-138.2,100,171.49721,0.12
-220.5,100,171.570694,0.07
-177.0,100,171.639137,0.08
-128.9,100,171.710856,0.05
-143.6,100,171.782443,0.04
-195.4,100,171.850305,0.05
-233.5,100,172.698857,0.07
-221.9,100,172.764643,0.02
-217.5,100,172.837452,0.06
-174.8,100,172.903119,0.07
-162.7,100,172.975912,0.05
-198.9,100,173.041452,0.01
-129.4,100,173.106909,0.1
-176.8,100,173.181902,0.06
-164.9,100,173.250249,0.04
-211.3,100,173.318514,0.08
-146.8,100,173.384472,0.07
-156.5,100,173.453124,0.01
-214.6,100,173.51974,0.07
-141.4,100,173.58631,0.06
-205.4,100,173.656226,0.09
-232.0,100,173.718843,0.07
-217.7,100,173.783753,0.05
-185.8,100,173.85544,0.06
-219.3,100,173.926004,0.05
-126.9,100,173.993112,0.05
-177.5,100,174.064422,0.02
-119.1,100,174.866481,0.05
-147.4,100,174.940054,0.08
-174.1,100,175.047228,0.07
-147.9,100,175.12976,0.04
-218.4,100,175.208513,0.06
-216.8,100,175.292035,0.06
-254.1,100,175.356615,0.04
-149.3,100,175.42391,0.07
-183.5,100,175.492048,0.07
-223.2,100,175.601368,0.05
-147.9,100,175.670598,0.06
-194.0,100,175.739471,0.01
-242.9,100,175.806942,0.05
-148.2,100,175.871313,0.05
-221.7,100,175.937586,0.04
-184.8,100,176.038778,0.06
-188.2,100,176.119143,0.02
-254.7,100,176.18507,0.08
-216.7,100,176.286567,0.06
-146.2,100,176.352747,0.05
-255.6,100,177.153641,0.03
-273.6,100,177.220504,0.01
-235.5,100,177.319096,0.08
-161.5,100,177.385569,0.04
-177.1,100,177.448183,0.04
-139.0,100,177.510555,0.06
-196.1,100,177.575333,0.04
-173.0,100,177.640197,0.03
-195.4,100,177.776042,0.06
-179.5,100,177.841397,0.05
-224.8,100,177.906438,0.02
-238.0,100,178.005846,0.01
-171.6,100,178.071067,0.07
-167.6,100,178.136694,0.02
-169.7,100,178.200051,0.07
-122.8,100,178.261901,0.07
-221.3,100,178.32382,0.05
-176.7,100,178.393202,0.04
-217.3,100,178.488888,0.08
-214.3,100,178.557011,0.1
-171.6,100,178.626319,0.04
-148.0,100,179.694474,0.16
-258.1,100,179.763174,0.06
-175.7,100,179.872711,0.07
-192.9,100,179.942556,0.1
-167.0,100,180.011777,0.1
-183.4,100,180.079928,0.06
-126.9,100,180.18762,0.04
-193.8,100,180.254438,0.07
-184.8,100,180.362789,0.06
-191.3,100,180.432075,0.11
-173.9,100,180.540509,0.07
-195.4,100,180.610748,0.04
-130.7,100,180.680268,0.03
-114.1,100,180.747405,0.06
-208.6,100,180.845825,0.03
-162.0,100,180.919076,0.03
-201.3,100,180.98439,0.08
-126.7,100,181.088374,0.03
-127.7,100,181.155364,0.11
-136.3,100,181.220096,0.08
-194.6,100,182.201772,0.03
-152.0,100,182.270453,0.08
-214.7,100,182.370077,0.06
-181.4,100,182.433416,0.06
-165.7,100,182.496387,0.04
-119.3,100,182.582022,0.05
-210.0,100,182.665119,0.05
-176.3,100,182.730762,0.04
-146.7,100,182.797363,0.06
-154.0,100,182.865133,0.05
-156.8,100,183.002651,0.05
-225.8,100,183.080798,0.01
-164.3,100,183.150303,0.09
-215.5,100,183.219062,0.04
-114.6,100,183.304293,0.05
-175.7,100,183.391764,0.13
-217.7,100,183.45717,0.04
-152.6,100,183.523367,0.11
-225.4,100,183.587175,0.11
-165.3,100,183.651666,0.03
-176.9,100,183.715766,0.07
-181.7,100,184.710514,0.05
-219.5,100,184.780707,0.08
-190.8,100,184.850095,0.05
-274.8,100,184.916765,0.07
-184.4,100,185.024992,0.06
-178.0,100,185.162176,0.09
-199.8,100,185.232341,0.03
-237.4,100,185.302782,0.05
-238.2,100,185.373656,0.05
-183.0,100,185.475831,0.01
-259.4,100,185.573704,0.09
-225.7,100,185.640576,0.01
-149.3,100,185.706119,0.09
-262.5,100,185.81027,0.05
-282.4,100,185.874148,0.03
-161.8,100,185.938214,0.03
-135.6,100,186.000753,0.07
-170.3,100,186.090905,0.04
-224.4,100,186.213521,0.01
-222.2,100,186.285737,0.07
-164.3,100,187.066689,0.04
-140.8,100,187.211077,0.03
-186.7,100,187.276167,0.07
-165.4,100,187.340034,0.06
-153.3,100,187.441434,0.07
-204.7,100,187.505496,0.04
-201.3,100,187.568658,0.06
-197.6,100,187.671631,0.02
-154.2,100,187.734593,0.06
-235.7,100,187.836004,0.03
-172.8,100,187.904157,0.07
-184.3,100,187.973182,0.06
-130.9,100,188.039506,0.05
-176.2,100,188.107217,0.06
-145.1,100,188.214444,0.09
-156.1,100,188.318257,0.05
-181.1,100,188.385457,0.06
-157.5,100,188.45323,0.03
-130.8,100,188.538153,0.02
-181.2,100,188.628793,0.03
-184.5,100,188.694244,0.02
-165.5,100,189.470153,0.05
-265.1,100,189.536095,0.02
-167.2,100,189.639393,0.08
-242.8,100,189.702323,0.05
-235.6,100,189.765235,0.06
-249.8,100,189.867057,0.03
-183.8,100,189.92983,0.04
-154.3,100,189.994675,0.11
-126.3,100,190.057691,0.03
-182.7,100,190.121685,0.14
-209.0,100,190.184622,0.05
-214.4,100,190.288543,0.02
-172.1,100,190.388714,0.06
-154.5,100,190.452031,0.12
-215.9,100,190.516156,0.09
-141.9,100,190.578523,0.08
-178.4,100,190.682759,0.07
-172.3,100,190.746846,0.01
-211.8,100,190.809688,0.04
-194.8,100,190.911969,0.0
-213.0,100,191.819063,0.04
-162.5,100,191.885631,0.08
-178.6,100,191.994015,0.06
-159.4,100,192.062535,0.07
-201.7,100,192.131219,0.09
-209.9,100,192.233635,0.06
-157.3,100,192.298677,0.05
-192.1,100,192.362854,0.1
-187.4,100,192.463461,0.07
-247.5,100,192.525884,0.06
-207.6,100,192.589236,0.02
-190.8,100,192.655281,0.04
-182.0,100,192.758082,0.09
-168.7,100,192.84348,0.08
-151.1,100,192.952084,0.09
-201.1,100,193.06489,0.03
-179.4,100,193.15322,0.1
-169.8,100,193.223018,0.06
-224.9,100,193.289025,0.06
-134.0,100,193.358231,0.03
-210.8,100,193.425755,0.02
-172.3,100,194.240824,0.01
-209.1,100,194.30968,0.07
-235.9,100,194.376427,0.06
-134.2,100,194.441002,0.11
-153.9,100,194.510571,0.09
-176.8,100,194.57868,0.09
-167.8,100,194.647901,0.06
-202.4,100,194.718614,0.03
-223.9,100,194.788707,0.08
-206.7,100,194.855374,0.09
-193.4,100,194.933091,0.12
-207.8,100,195.001022,0.07
-191.5,100,195.070347,0.03
-169.9,100,195.144576,0.09
-139.2,100,195.218318,0.07
-146.2,100,195.290608,0.04
-231.7,100,195.355847,0.05
-190.5,100,195.42395,0.13
-179.7,100,195.490163,0.13
-197.7,100,195.556419,0.14
-297.5,100,196.372607,0.08
-190.0,100,196.441473,0.08
-165.9,100,196.509127,0.07
-179.5,100,196.578164,0.09
-164.4,100,196.646895,0.05
-174.0,100,196.710744,0.07
-181.4,100,196.773246,0.05
-230.3,100,196.837304,0.06
-195.0,100,196.905245,0.07
-205.7,100,196.973541,0.04
-131.7,100,197.041401,0.06
-170.7,100,197.107424,0.03
-217.1,100,197.175595,0.07
-151.0,100,197.244675,0.09
-184.5,100,197.314897,0.06
-195.6,100,197.382755,0.09
-203.0,100,197.448697,0.09
-129.6,100,197.514668,0.11
-127.6,100,197.578944,0.08
-155.1,100,197.644693,0.06
-178.3,100,197.711121,0.08
