#{"t_start": 1737120020.8714721, "env_id": "None"}
r,l,t,invalid_share
-352.6,100,58.531991,0.05
-295.9,100,58.608288,0.05
-248.4,100,58.67314,0.08
-211.7,100,58.73607,0.05
-340.3,100,58.797555,0.04
-375.8,100,58.860506,0.07
-299.3,100,58.929278,0.05
-342.7,100,58.996017,0.09
-260.4,100,59.061482,0.12
-360.0,100,59.126245,0.16
-291.9,100,59.192572,0.06
-305.1,100,59.259582,0.08
-421.4,100,59.323209,0.06
-208.1,100,59.389135,0.05
-283.5,100,59.455732,0.11
-151.7,100,59.522304,0.02
-200.2,100,59.586728,0.08
-306.4,100,59.654076,0.06
-186.9,100,59.718828,0.06
-379.7,100,60.633352,0.06
-339.1,100,60.701493,0.06
-387.4,100,60.768174,0.05
-338.2,100,60.832922,0.02
-351.3,100,60.901548,0.06
-265.6,100,60.969493,0.07
-231.1,100,61.036552,0.1
-284.2,100,61.099956,0.07
-314.7,100,61.164269,0.08
-259.8,100,61.228849,0.02
-385.1,100,61.293497,0.04
-233.5,100,61.359319,0.03
-241.3,100,61.425951,0.06
-311.5,100,61.48912,0.1
-255.1,100,61.55722,0.06
-312.8,100,61.641928,0.03
-189.4,100,61.718441,0.05
-222.6,100,61.789875,0.07
-207.2,100,61.856648,0.05
-298.9,100,61.921621,0.09
-263.7,100,61.98771,0.07
-240.1,100,62.668418,0.05
-272.9,100,62.732252,0.04
-204.0,100,62.801605,0.08
-355.1,100,62.864151,0.1
-266.6,100,62.928651,0.08
-298.7,100,62.99075,0.12
-306.4,100,63.05328,0.09
-439.8,100,63.127358,0.05
-399.5,100,63.193419,0.09
-344.5,100,63.259038,0.07
-378.4,100,63.321199,0.07
-267.0,100,63.382607,0.05
-320.4,100,63.447443,0.06
-344.2,100,63.512958,0.05
-344.0,100,63.575657,0.05
-450.7,100,63.635999,0.07
-264.2,100,63.696933,0.05
-306.5,100,63.758252,0.07
-365.7,100,63.819586,0.04
-245.4,100,63.882594,0.05
-268.3,100,64.65002,0.1
-289.8,100,64.718826,0.06
-284.1,100,64.785702,0.1
-359.0,100,64.85037,0.09
-294.7,100,64.917038,0.09
-280.3,100,64.983815,0.07
-346.0,100,65.048188,0.06
-335.1,100,65.110891,0.07
-306.9,100,65.173577,0.05
-259.8,100,65.238338,0.03
-310.1,100,65.301528,0.08
-273.8,100,65.364734,0.06
-316.3,100,65.428754,0.05
-188.7,100,65.492106,0.03
-448.4,100,65.554651,0.07
-337.3,100,65.615637,0.07
-227.9,100,65.677727,0.04
-247.6,100,65.741031,0.07
-334.5,100,65.804988,0.13
-393.8,100,65.882353,0.04
-220.9,100,65.949379,0.09
-289.6,100,66.643448,0.1
-282.9,100,66.710707,0.04
-329.3,100,66.775179,0.02
-373.0,100,66.841556,0.04
-221.4,100,66.91286,0.03
-312.1,100,66.976461,0.11
-307.9,100,67.038184,0.05
-255.9,100,67.101978,0.05
-231.1,100,67.169599,0.07
-291.6,100,67.234234,0.08
-249.8,100,67.300388,0.03
-205.9,100,67.367548,0.06
-246.7,100,67.432438,0.05
-305.7,100,67.496411,0.07
-241.5,100,67.558399,0.04
-242.0,100,67.621415,0.05
-269.2,100,67.695003,0.06
-307.6,100,67.762815,0.07
-305.9,100,67.828425,0.05
-327.9,100,67.891288,0.08
-239.3,100,68.516526,0.04
-227.1,100,68.583165,0.05
-252.9,100,68.648597,0.05
-181.2,100,68.716553,0.04
-324.3,100,68.780301,0.01
-248.1,100,68.845095,0.04
-258.8,100,68.910794,0.04
-249.6,100,68.991046,0.04
-307.3,100,69.056358,0.07
-291.7,100,69.122757,0.06
-275.7,100,69.185619,0.06
-312.6,100,69.248582,0.06
-262.4,100,69.313748,0.01
-297.0,100,69.379006,0.02
-260.0,100,69.442276,0.05
-229.7,100,69.507388,0.04
-307.2,100,69.571266,0.05
-206.0,100,69.634216,0.08
-194.6,100,69.703118,0.11
-363.9,100,69.767835,0.03
-321.3,100,69.833327,0.07
-176.7,100,70.538085,0.04
-314.7,100,70.603731,0.11
-181.7,100,70.668828,0.01
-259.1,100,70.742502,0.07
-268.0,100,70.809415,0.05
-203.3,100,70.873407,0.04
-228.5,100,70.93594,0.07
-400.7,100,70.998545,0.03
-266.2,100,71.063989,0.05
-280.0,100,71.131449,0.07
-366.0,100,71.195867,0.09
-241.5,100,71.258825,0.07
-163.1,100,71.319971,0.12
-282.5,100,71.380886,0.08
-243.5,100,71.447256,0.07
-194.9,100,71.516208,0.03
-245.0,100,71.58053,0.08
-210.9,100,71.649216,0.05
-322.2,100,71.711669,0.09
-203.0,100,71.776706,0.08
-185.1,100,72.502233,0.05
-151.1,100,72.570569,0.04
-250.6,100,72.634486,0.09
-317.4,100,72.699849,0.08
-316.7,100,72.766931,0.06
-256.2,100,72.82999,0.05
-291.0,100,72.893737,0.09
-334.4,100,72.959558,0.11
-389.4,100,73.022867,0.07
-247.5,100,73.085678,0.04
-238.3,100,73.151726,0.05
-188.0,100,73.218011,0.11
-303.5,100,73.28573,0.05
-288.5,100,73.350998,0.08
-325.1,100,73.413722,0.06
-185.0,100,73.477533,0.03
-305.7,100,73.539898,0.08
-240.8,100,73.612375,0.08
-183.9,100,73.679758,0.02
-217.2,100,73.745186,0.08
-207.8,100,73.807417,0.03
-227.3,100,74.519583,0.09
-156.6,100,74.58519,0.07
-300.8,100,74.64963,0.06
-276.1,100,74.716558,0.04
-295.1,100,74.78205,0.02
-254.3,100,74.846695,0.02
-328.7,100,74.910267,0.12
-235.6,100,74.975612,0.09
-354.5,100,75.04166,0.1
-340.7,100,75.104286,0.09
-246.0,100,75.167353,0.07
-369.6,100,75.228928,0.07
-142.2,100,75.29026,0.05
-223.9,100,75.351536,0.03
-252.6,100,75.414197,0.03
-236.7,100,75.47902,0.04
-231.2,100,75.54094,0.06
-254.3,100,75.601897,0.04
-320.5,100,75.663422,0.02
-132.4,100,75.725829,0.05
-197.2,100,76.401249,0.11
-149.7,100,76.468706,0.05
-250.6,100,76.532722,0.07
-376.9,100,76.596389,0.05
-307.8,100,76.662342,0.05
-339.9,100,76.726595,0.1
-258.6,100,76.793271,0.01
-256.8,100,76.858485,0.04
-246.0,100,76.921359,0.13
-244.8,100,76.990675,0.09
-321.1,100,77.054954,0.03
-396.5,100,77.117922,0.06
-242.2,100,77.183756,0.08
-246.6,100,77.247941,0.08
-307.6,100,77.311593,0.04
-245.9,100,77.373524,0.04
-220.5,100,77.435069,0.07
-306.2,100,77.499178,0.06
-172.1,100,77.561168,0.06
-248.9,100,77.622932,0.09
-268.9,100,77.683733,0.08
-271.3,100,78.323861,0.07
-380.1,100,78.387125,0.03
-231.2,100,78.453086,0.05
-459.6,100,78.515855,0.07
-240.0,100,78.578621,0.05
-195.8,100,78.642222,0.06
-214.7,100,78.709321,0.02
-239.7,100,78.775148,0.06
-238.5,100,78.840833,0.05
-253.1,100,78.904738,0.04
-263.9,100,78.970705,0.02
-326.5,100,79.035507,0.07
-269.2,100,79.099765,0.1
-360.2,100,79.164719,0.11
-367.9,100,79.231232,0.06
-258.4,100,79.299734,0.07
-224.1,100,79.368355,0.06
-351.2,100,79.436163,0.09
-284.7,100,79.504041,0.05
-310.5,100,79.570632,0.09
-312.2,100,80.297634,0.03
-219.2,100,80.362593,0.11
-167.8,100,80.427786,0.09
-263.0,100,80.494705,0.02
-269.1,100,80.557643,0.05
-225.0,100,80.621044,0.05
-264.7,100,80.687025,0.04
-353.8,100,80.748677,0.04
-210.8,100,80.814004,0.05
-351.9,100,80.875549,0.04
-316.1,100,80.938347,0.04
-211.2,100,81.005239,0.03
-323.1,100,81.067363,0.02
-223.7,100,81.128718,0.04
-269.8,100,81.190844,0.05
-192.3,100,81.253028,0.05
-188.9,100,81.316943,0.06
-245.1,100,81.379772,0.04
-237.8,100,81.440948,0.08
-234.9,100,81.506831,0.02
-209.5,100,81.57544,0.05
-362.0,100,82.382684,0.04
-170.1,100,82.456271,0.03
-239.4,100,82.521551,0.05
-225.6,100,82.584387,0.07
-239.0,100,82.646207,0.05
-295.2,100,82.707884,0.03
-285.0,100,82.768931,0.08
-178.3,100,82.833119,0.03
-157.2,100,82.896544,0.03
-279.8,100,82.959806,0.04
