#{"t_start": 1737106724.9083571, "env_id": "None"}
r,l,t
-155.8,100,439.954179
0.0,100,440.014178
0.0,100,440.07538
-0.1,100,440.135677
-27.1,100,440.197139
0.0,100,440.256991
-4.1,100,440.318076
0.0,100,440.378177
-8.2,100,440.437855
0.0,100,440.498457
-12.1,100,440.558286
0.0,100,441.247633
-42.3,100,441.310158
0.0,100,441.37201
0.0,100,441.433178
0.0,100,441.493463
-0.1,100,441.553357
0.0,100,441.613618
0.0,100,441.672964
0.0,100,441.732881
-12.6,100,441.793266
0.0,100,441.852367
0.0,100,441.912434
0.0,100,441.97331
0.0,100,442.034222
0.0,100,442.09326
0.0,100,442.152753
0.0,100,442.212141
0.0,100,442.271467
0.0,100,442.331405
0.0,100,442.390994
-45.1,100,443.077058
0.0,100,443.138765
0.0,100,443.201034
0.0,100,443.262301
0.0,100,443.3226
-0.1,100,443.382833
-166.8,100,443.4438
0.0,100,443.503982
0.0,100,443.56426
0.0,100,443.624263
0.0,100,443.683977
-10.8,100,443.744759
-46.4,100,443.80723
0.0,100,443.868013
0.0,100,443.928813
0.0,100,443.988595
-1.0,100,444.047039
-17.7,100,444.107621
0.0,100,444.167721
0.0,100,444.228275
0.0,100,444.288244
0.0,100,445.007278
0.0,100,445.068073
0.0,100,445.128584
0.0,100,445.188906
0.0,100,445.249091
-0.3,100,445.309831
0.0,100,445.369624
0.0,100,445.429781
0.0,100,445.489351
0.0,100,445.549617
-12.5,100,445.609169
0.0,100,445.669883
0.0,100,445.729919
0.0,100,445.790692
0.0,100,445.849923
0.0,100,445.909757
0.0,100,445.969776
0.0,100,446.02964
0.0,100,446.089398
0.0,100,446.149296
0.0,100,446.805415
0.0,100,446.867241
0.0,100,446.92817
0.0,100,446.988387
0.0,100,447.048527
0.0,100,447.108933
0.0,100,447.168482
0.0,100,447.228582
0.0,100,447.288035
-141.3,100,447.349239
0.0,100,447.409082
0.0,100,447.469109
0.0,100,447.528803
0.0,100,447.589619
0.0,100,447.650227
0.0,100,447.709874
0.0,100,447.770151
0.0,100,447.830057
0.0,100,447.890031
0.0,100,447.950121
0.0,100,448.00948
-32.3,100,448.70491
0.0,100,448.766624
0.0,100,448.827875
0.0,100,448.888403
0.0,100,448.948335
0.0,100,449.007693
0.0,100,449.067257
0.0,100,449.127327
0.0,100,449.187986
-0.1,100,449.248661
0.0,100,449.308508
0.0,100,449.368115
0.0,100,449.428407
0.0,100,449.488837
0.0,100,449.548958
0.0,100,449.609092
0.0,100,449.669654
0.0,100,449.733431
0.0,100,449.793188
0.0,100,449.851494
0.0,100,450.469797
0.0,100,450.532839
0.0,100,450.604849
0.0,100,450.667224
0.0,100,450.730661
0.0,100,450.796109
0.0,100,450.861905
0.0,100,450.926723
0.0,100,450.989565
0.0,100,451.05382
0.0,100,451.115833
0.0,100,451.177833
0.0,100,451.240341
0.0,100,451.304371
0.0,100,451.367822
0.0,100,451.427583
0.0,100,451.489062
0.0,100,451.551946
0.0,100,451.614413
0.0,100,451.675229
0.0,100,451.7358
-8.0,100,452.555084
-55.0,100,452.617603
-412.1,100,452.679716
0.0,100,452.740519
-135.0,100,452.801046
-130.2,100,452.860479
-44.7,100,452.919808
-58.8,100,452.978894
-124.5,100,453.041314
-167.7,100,453.103171
-15.7,100,453.165818
-53.1,100,453.228884
-190.7,100,453.290123
-68.6,100,453.349773
-69.8,100,453.409148
-92.6,100,453.469172
-178.1,100,453.529503
-117.9,100,453.590841
-85.3,100,453.650707
-3.8,100,453.725862
-124.9,100,454.351633
-106.8,100,454.414806
-78.9,100,454.477785
-282.1,100,454.541227
-1.3,100,454.600234
-125.8,100,454.660238
-101.1,100,454.721142
-99.1,100,454.780475
-171.6,100,454.840296
-105.0,100,454.899051
-41.9,100,454.957519
-85.8,100,455.016689
-97.9,100,455.078311
-125.4,100,455.13958
-80.6,100,455.203254
-129.6,100,455.266741
-42.7,100,455.327678
0.0,100,455.38508
-84.9,100,455.444657
-24.6,100,455.502662
-199.2,100,455.564499
-295.5,100,456.203687
-14.0,100,456.267715
-82.8,100,456.329214
-159.7,100,456.389457
-208.5,100,456.448501
-37.6,100,456.50735
-147.5,100,456.570772
-67.9,100,456.631414
-93.4,100,456.695761
-55.3,100,456.761319
-341.9,100,456.836676
-39.4,100,456.900565
-0.1,100,456.965783
0.0,100,457.026769
-57.4,100,457.088845
-35.6,100,457.148657
-65.9,100,457.207605
-196.4,100,457.271347
-71.2,100,457.331347
-26.3,100,457.390123
-73.8,100,458.020274
-264.2,100,458.083845
-43.7,100,458.14512
-104.2,100,458.207101
-8.2,100,458.267037
-121.0,100,458.326871
0.0,100,458.384022
-252.6,100,458.443591
-117.6,100,458.503293
-37.6,100,458.565308
-0.6,100,458.624359
-16.5,100,458.6825
-70.1,100,458.743366
-241.1,100,458.805558
-86.8,100,458.870117
-66.6,100,458.932348
0.0,100,458.989807
-46.9,100,459.052865
-10.8,100,459.112233
-233.0,100,459.17139
-79.3,100,459.23092
-41.8,100,459.882799
0.0,100,459.942989
-38.7,100,460.004931
-121.1,100,460.069055
0.0,100,460.128785
-31.4,100,460.188907
-41.7,100,460.249087
-8.7,100,460.308604
0.0,100,460.368035
-62.8,100,460.428541
-376.0,100,460.490567
-230.5,100,460.552469
-76.5,100,460.616046
-38.9,100,460.679547
-192.9,100,460.747343
-86.4,100,460.818028
-77.4,100,460.882522
-4.5,100,460.948332
0.0,100,461.012743
-3.6,100,461.073956
-101.4,100,461.738479
-54.6,100,461.801093
0.0,100,461.861821
-25.8,100,461.921678
-72.1,100,461.981797
0.0,100,462.04049
0.0,100,462.100656
-63.0,100,462.159834
-0.4,100,462.217494
-16.6,100,462.277627
0.0,100,462.335434
-13.7,100,462.393921
-43.7,100,462.452771
-164.3,100,462.515399
-11.5,100,462.578546
-28.0,100,462.639277
0.0,100,462.697164
0.0,100,462.754646
0.0,100,462.813623
-40.3,100,462.872559
-124.4,100,462.932338
-19.9,100,463.558843
-0.4,100,463.62114
0.0,100,463.681192
-1.3,100,463.740471
-2.4,100,463.800459
0.0,100,463.859243
0.0,100,463.917105
0.0,100,463.974841
-64.6,100,464.034929
-83.1,100,464.097313
-2.9,100,464.15672
0.0,100,464.214888
-104.7,100,464.275717
-140.7,100,464.338782
-0.2,100,464.400127
0.0,100,464.459604
-89.7,100,464.519825
0.0,100,464.58016
-7.4,100,464.639769
0.0,100,464.697545
