#{"t_start": 1737106724.9083571, "env_id": "None"}
r,l,t
-618.6,100,8.794788
-672.9,100,8.852512
-696.0,100,8.909763
-657.7,100,8.967065
-533.3,100,9.721392
-626.9,100,9.782953
-805.0,100,9.842339
-913.4,100,9.900249
-832.6,100,9.9571
-722.1,100,10.014212
-681.4,100,10.071758
-604.2,100,10.131282
-519.4,100,10.189328
-704.5,100,10.249053
-801.1,100,10.30626
-720.2,100,10.365539
-852.0,100,10.424442
-733.6,100,10.484049
-573.1,100,10.543374
-493.8,100,10.603058
-752.3,100,10.660568
-639.7,100,10.734874
-704.2,100,10.7938
-949.8,100,10.849745
-660.1,100,11.638446
-461.2,100,11.700464
-586.4,100,11.776452
-365.6,100,11.837472
-777.9,100,11.894127
-654.5,100,11.952432
-635.9,100,12.009605
-427.6,100,12.06802
-468.9,100,12.128838
-533.3,100,12.188
-698.0,100,12.24709
-603.4,100,12.308398
-873.4,100,12.367543
-628.6,100,12.426121
-618.6,100,12.483942
-698.4,100,12.540559
-503.0,100,12.599492
-540.2,100,12.65941
-337.3,100,12.719868
-304.6,100,12.783541
-615.6,100,12.840877
-736.5,100,13.611288
-562.8,100,13.672901
-533.9,100,13.734942
-488.1,100,13.796659
-548.1,100,13.854724
-587.5,100,13.913588
-849.6,100,13.969756
-509.3,100,14.02887
-588.3,100,14.087332
-538.6,100,14.147127
-777.0,100,14.205059
-546.4,100,14.267219
-750.6,100,14.326459
-609.3,100,14.386878
-636.1,100,14.444246
-435.5,100,14.503578
-637.5,100,14.560844
-564.3,100,14.619243
-633.7,100,14.679055
-470.9,100,14.738973
-683.4,100,15.382109
-517.5,100,15.44403
-620.7,100,15.503028
-446.2,100,15.564925
-471.2,100,15.624964
-622.3,100,15.685006
-533.8,100,15.744727
-440.8,100,15.805959
-441.2,100,15.866227
-473.4,100,15.925613
-574.1,100,15.983626
-664.7,100,16.041593
-715.4,100,16.099092
-529.8,100,16.160184
-435.6,100,16.223409
-523.3,100,16.286448
-592.2,100,16.345539
-668.3,100,16.403333
-484.7,100,16.461902
-617.6,100,16.519433
-441.5,100,16.57793
-509.0,100,17.23787
-398.4,100,17.302243
-662.4,100,17.362524
-465.0,100,17.423276
-408.0,100,17.482501
-217.7,100,17.542201
-530.1,100,17.600817
-478.2,100,17.660586
-128.4,100,17.722168
-490.3,100,17.783944
-632.4,100,17.842027
-562.1,100,17.900533
-520.9,100,17.960058
-366.5,100,18.023683
-486.0,100,18.085061
-500.0,100,18.147722
-597.9,100,18.207616
-682.1,100,18.267856
-628.4,100,18.32792
-347.3,100,18.387288
-505.3,100,19.009091
-490.7,100,19.071382
-410.8,100,19.13255
-485.1,100,19.195352
-397.6,100,19.257641
-525.3,100,19.318933
-435.5,100,19.378705
-462.0,100,19.438147
-383.3,100,19.498613
-337.0,100,19.5587
-531.3,100,19.617499
-411.3,100,19.677855
-350.1,100,19.739121
-465.0,100,19.802763
-713.1,100,19.863372
-677.3,100,19.923603
-516.5,100,19.983938
-658.3,100,20.041507
-293.4,100,20.101801
-463.0,100,20.161828
-395.6,100,20.223593
-357.0,100,20.885347
-358.7,100,20.947759
-356.2,100,21.010553
-466.8,100,21.070921
-334.1,100,21.130962
-525.7,100,21.191907
-348.2,100,21.252331
-367.1,100,21.315821
-388.2,100,21.376221
-303.7,100,21.436579
-528.0,100,21.494973
-524.1,100,21.553365
-370.1,100,21.615012
-432.2,100,21.678001
-392.6,100,21.739743
-630.6,100,21.801414
-520.1,100,21.860002
-304.7,100,21.920051
-617.0,100,21.977487
-517.5,100,22.036977
-240.1,100,22.683667
-379.9,100,22.74647
-483.3,100,22.809119
-552.2,100,22.869879
-437.7,100,22.929954
-187.2,100,22.990824
-445.6,100,23.050138
-457.8,100,23.110479
-475.6,100,23.182631
-412.2,100,23.243926
-685.9,100,23.308274
-419.2,100,23.368066
-416.3,100,23.428718
-499.1,100,23.491303
-246.2,100,23.555726
-263.1,100,23.617792
-406.3,100,23.677267
-456.0,100,23.737757
-389.8,100,23.799791
-569.3,100,23.860052
-384.9,100,23.920033
-452.0,100,24.644075
-463.2,100,24.708856
-469.4,100,24.775646
-597.7,100,24.837523
-472.1,100,24.901749
-415.7,100,24.966238
-502.4,100,25.032453
-432.9,100,25.097093
-405.2,100,25.15834
-330.4,100,25.220645
-572.4,100,25.282812
-484.8,100,25.345555
-460.0,100,25.408391
-448.2,100,25.468362
-421.7,100,25.531539
-366.3,100,25.591461
-330.1,100,25.652016
-347.1,100,25.713947
-365.9,100,25.776717
-316.7,100,25.839172
-305.0,100,26.548294
-331.6,100,26.61481
-442.3,100,26.678821
-354.5,100,26.745274
-258.0,100,26.81055
-523.9,100,26.872039
-397.8,100,26.933728
-354.7,100,26.998378
-480.9,100,27.062557
-541.3,100,27.123925
-493.4,100,27.185921
-338.6,100,27.249744
-235.8,100,27.332148
-364.7,100,27.397111
-248.5,100,27.458555
-198.9,100,27.522595
-361.4,100,27.583481
-582.6,100,27.643782
-578.3,100,27.711696
-402.8,100,27.781306
-419.3,100,27.848602
-269.3,100,28.654866
-349.3,100,28.718245
-270.6,100,28.781536
-364.1,100,28.844346
-191.3,100,28.911355
-275.6,100,28.976691
-366.8,100,29.040151
-285.6,100,29.105869
-249.9,100,29.171809
-253.9,100,29.238342
-264.0,100,29.304628
-198.8,100,29.371547
-216.8,100,29.437245
-421.5,100,29.500514
-350.1,100,29.562788
-474.8,100,29.622392
-347.1,100,29.683152
-451.1,100,29.744151
-423.8,100,29.80734
-367.3,100,29.869417
-346.9,100,30.541933
-290.4,100,30.606664
-253.3,100,30.669961
-395.3,100,30.732513
-397.7,100,30.796704
-543.4,100,30.858275
-372.4,100,30.918893
-297.2,100,30.980763
-336.1,100,31.04207
-304.8,100,31.10309
-135.8,100,31.164459
-303.1,100,31.226471
-413.1,100,31.289588
-374.6,100,31.353435
-458.8,100,31.413465
-285.9,100,31.474611
-295.4,100,31.535444
-265.0,100,31.596044
-318.0,100,31.656237
-262.0,100,31.717878
-308.6,100,31.779801
-320.1,100,32.468856
-409.9,100,32.531505
-343.5,100,32.595107
-358.2,100,32.656447
-301.1,100,32.717033
-367.5,100,32.77949
-412.7,100,32.843662
-339.4,100,32.904538
-261.9,100,32.96553
-230.3,100,33.026829
-279.0,100,33.088109
-234.1,100,33.149231
-313.9,100,33.210306
-305.8,100,33.271644
-384.0,100,33.335635
-294.8,100,33.396711
-350.3,100,33.456634
-317.8,100,33.51819
-227.8,100,33.579437
-314.6,100,33.640834
-227.7,100,34.294589
-218.8,100,34.361655
-276.1,100,34.426237
-233.0,100,34.488709
-270.8,100,34.550732
-319.8,100,34.61396
-196.2,100,34.678864
-300.9,100,34.745485
-283.2,100,34.811056
-297.8,100,34.876448
-465.0,100,34.936647
-396.7,100,34.997548
-340.6,100,35.058478
-385.8,100,35.118585
-264.9,100,35.180563
-257.2,100,35.24476
-277.3,100,35.308945
-314.0,100,35.371442
-254.1,100,35.432292
-288.6,100,35.494164
-238.3,100,35.559561
-390.4,100,36.28764
-224.0,100,36.35458
-271.9,100,36.417681
-317.2,100,36.478522
-270.3,100,36.539492
-401.8,100,36.599679
-273.8,100,36.660504
-412.1,100,36.720055
-326.5,100,36.787101
-369.3,100,36.85322
-274.6,100,36.918573
-290.1,100,36.980152
-348.5,100,37.040454
-324.9,100,37.103906
-287.8,100,37.170134
-280.0,100,37.235659
-238.3,100,37.301683
-298.0,100,37.368875
-237.8,100,37.434686
-304.1,100,37.498608
-409.3,100,38.16518
-220.5,100,38.230326
-287.1,100,38.295598
-347.9,100,38.360903
-188.1,100,38.423951
-325.7,100,38.484872
-349.4,100,38.545222
-208.0,100,38.60647
-284.6,100,38.6667
-217.7,100,38.727678
-411.3,100,38.789271
-266.0,100,38.853079
-434.3,100,38.916847
-284.0,100,38.981831
-354.1,100,39.045275
-237.1,100,39.106851
-235.7,100,39.167468
-442.0,100,39.226704
-299.3,100,39.288782
-314.6,100,39.353835
-348.3,100,39.414349
-258.0,100,40.059781
-278.3,100,40.123686
-312.7,100,40.187296
-243.6,100,40.249272
-376.4,100,40.312864
-301.9,100,40.377082
-321.2,100,40.438442
-359.4,100,40.499237
-333.8,100,40.560161
-448.5,100,40.620902
-372.3,100,40.681855
-338.2,100,40.743208
-225.5,100,40.807999
-397.5,100,40.872685
-262.2,100,40.935947
-266.9,100,40.996937
-298.4,100,41.05741
-354.2,100,41.117999
-298.8,100,41.17943
-247.8,100,41.24055
-332.1,100,41.901124
-365.2,100,41.9657
-401.3,100,42.028533
-316.4,100,42.091436
-318.0,100,42.152822
-200.9,100,42.214039
-285.0,100,42.275328
-345.3,100,42.339222
-304.4,100,42.403602
-387.6,100,42.463858
-360.7,100,42.524548
-302.2,100,42.584911
-380.5,100,42.64824
-346.7,100,42.71361
-340.8,100,42.776473
-274.2,100,42.840242
-326.3,100,42.903601
-309.8,100,42.964456
-340.4,100,43.0253
-348.5,100,43.090855
-220.2,100,43.155913
-347.7,100,43.965794
-310.2,100,44.031587
-278.4,100,44.096935
-325.4,100,44.16211
-294.1,100,44.224515
-244.3,100,44.286363
-325.8,100,44.352779
-337.8,100,44.418174
-299.2,100,44.484291
-276.9,100,44.55151
-332.8,100,44.61697
-404.7,100,44.679847
-349.5,100,44.740575
-316.1,100,44.800329
-291.6,100,44.864891
-224.9,100,44.942881
-204.1,100,45.004811
-336.6,100,45.064946
-251.4,100,45.125697
-389.8,100,45.186421
-327.3,100,45.839051
-271.6,100,45.907092
-295.8,100,45.982447
-382.9,100,46.043762
-304.9,100,46.104718
-301.1,100,46.165289
-366.8,100,46.226636
-291.8,100,46.287138
-263.7,100,46.350578
-331.4,100,46.414626
-391.7,100,46.47517
-264.6,100,46.53632
-268.6,100,46.600053
-296.7,100,46.665144
-351.0,100,46.728689
-325.2,100,46.789703
-219.1,100,46.852277
-283.8,100,46.915943
-347.9,100,46.978092
-238.8,100,47.039491
-270.6,100,47.100933
-297.0,100,47.759209
-323.2,100,47.822869
-298.4,100,47.889286
-238.1,100,47.952967
-375.8,100,48.015078
-345.7,100,48.077512
-323.9,100,48.140519
-276.5,100,48.211695
-341.5,100,48.285211
-241.0,100,48.352501
-284.2,100,48.423244
-165.1,100,48.49224
-337.0,100,48.560323
-327.1,100,48.62755
-270.8,100,48.696121
-209.4,100,48.762846
-170.7,100,48.83051
-251.3,100,48.900077
-210.1,100,48.969419
-377.2,100,49.034813
-304.8,100,49.858545
-302.6,100,49.923415
-412.5,100,49.988591
-210.5,100,50.051282
-346.2,100,50.119633
-290.3,100,50.180757
-313.3,100,50.241798
-296.7,100,50.30257
-336.4,100,50.363481
-212.2,100,50.430149
-189.0,100,50.494895
-312.0,100,50.559533
-334.3,100,50.624085
-316.5,100,50.687746
-338.1,100,50.753472
-242.9,100,50.818246
-265.2,100,50.883729
-335.9,100,50.945717
-319.4,100,51.007037
-273.5,100,51.067593
-354.7,100,51.741966
-178.7,100,51.806946
-345.5,100,51.872577
-292.9,100,51.937568
-357.7,100,51.999199
-341.2,100,52.060302
-308.0,100,52.121361
-295.3,100,52.199628
-247.8,100,52.261525
-297.9,100,52.322955
-273.8,100,52.387847
-315.7,100,52.450776
-323.9,100,52.514145
-336.9,100,52.57901
-343.3,100,52.643097
-238.0,100,52.704039
-307.6,100,52.764851
-328.3,100,52.871874
-342.0,100,52.937434
-299.1,100,52.999546
-356.3,100,53.060511
-277.2,100,53.711027
-318.3,100,53.782289
-361.9,100,53.846133
-296.2,100,53.911879
-284.1,100,53.974868
-288.7,100,54.036745
-287.2,100,54.097508
-263.8,100,54.157714
-289.2,100,54.218974
-418.9,100,54.279822
-371.2,100,54.339943
-273.0,100,54.403171
-328.4,100,54.46734
-333.3,100,54.532398
-323.6,100,54.59605
-430.5,100,54.65644
-325.5,100,54.716729
-261.9,100,54.777202
-349.0,100,54.83787
-338.9,100,54.901774
-248.3,100,55.544511
-313.9,100,55.608528
-351.7,100,55.672558
-313.0,100,55.736242
-370.3,100,55.797024
-293.1,100,55.857712
-250.5,100,55.923168
-438.9,100,55.98361
-269.2,100,56.044647
-303.6,100,56.105521
-240.7,100,56.166823
-268.4,100,56.227712
-333.3,100,56.288109
-272.3,100,56.355629
-403.7,100,56.420694
-277.8,100,56.483783
-272.9,100,56.545256
-279.3,100,56.606097
-282.6,100,56.666407
-303.5,100,56.727417
-232.1,100,56.787589
-300.7,100,57.434231
-290.0,100,57.498687
-279.6,100,57.562203
-281.4,100,57.624503
-339.3,100,57.685803
-218.8,100,57.746707
-321.0,100,57.807659
-226.7,100,57.869416
-233.1,100,57.934604
-231.7,100,57.996715
-239.5,100,58.058413
-281.2,100,58.119422
-312.4,100,58.18255
-315.0,100,58.246466
-372.9,100,58.309279
-304.7,100,58.369819
-284.9,100,58.433454
-246.8,100,58.495305
-410.0,100,58.556122
-211.6,100,58.617461
-283.1,100,59.268861
-273.9,100,59.33436
-372.0,100,59.398469
-398.0,100,59.46207
-190.2,100,59.52399
-464.5,100,59.583799
-294.6,100,59.644644
-317.8,100,59.704009
-371.6,100,59.764247
-360.5,100,59.824263
-336.7,100,59.884892
-362.4,100,59.949114
-356.8,100,60.009732
-370.9,100,60.07352
-290.6,100,60.138195
-348.6,100,60.20058
-306.8,100,60.261053
-304.0,100,60.320854
-324.5,100,60.381239
-322.4,100,60.445736
-287.3,100,60.507347
-363.7,100,61.158019
-316.5,100,61.22192
-328.2,100,61.284771
-308.5,100,61.346885
-349.6,100,61.411311
-316.6,100,61.474529
-306.8,100,61.535393
-292.4,100,61.595746
-295.3,100,61.656211
-278.4,100,61.7172
-310.2,100,61.77735
-287.4,100,61.838221
-334.2,100,61.901456
-363.2,100,61.966638
-351.9,100,62.030621
-288.8,100,62.092536
-302.6,100,62.154079
-246.4,100,62.21544
-370.2,100,62.275263
-280.7,100,62.335298
-224.3,100,63.077894
-314.1,100,63.145188
-365.0,100,63.21073
-295.8,100,63.276683
-399.7,100,63.338863
-252.4,100,63.405154
-195.7,100,63.470258
-387.0,100,63.531823
-273.1,100,63.602928
-265.2,100,63.664758
-235.7,100,63.732848
-260.5,100,63.80018
-327.7,100,63.863954
-188.8,100,63.92793
-252.7,100,63.99896
-246.8,100,64.069218
-228.6,100,64.137027
-331.0,100,64.198513
-283.8,100,64.261372
-278.5,100,64.330702
-230.7,100,64.398577
-257.8,100,65.238356
-381.8,100,65.301809
-279.9,100,65.365443
-261.9,100,65.428411
-377.4,100,65.492636
-290.3,100,65.554351
-280.7,100,65.616364
-295.0,100,65.677282
-221.9,100,65.740912
-271.7,100,65.806513
-271.1,100,65.872343
-222.2,100,65.937934
-333.2,100,66.00353
-300.5,100,66.067915
-318.2,100,66.129656
-384.6,100,66.190259
-383.1,100,66.25106
-242.4,100,66.313595
-385.0,100,66.373724
-327.8,100,66.436163
-292.2,100,67.085243
-223.7,100,67.150124
-324.9,100,67.213428
-342.0,100,67.27706
-150.0,100,67.339156
-311.5,100,67.399697
-289.1,100,67.463739
-281.1,100,67.524834
-321.7,100,67.585763
-338.9,100,67.646184
-257.6,100,67.707529
-226.0,100,67.770763
-251.8,100,67.832985
-354.5,100,67.896183
-304.5,100,67.961245
-341.2,100,68.023669
-375.9,100,68.083866
-242.2,100,68.145955
-243.6,100,68.206342
-208.2,100,68.269668
-476.5,100,68.329586
-122.9,100,69.157726
-163.6,100,69.221643
-210.2,100,69.28662
-265.2,100,69.348813
-245.5,100,69.410118
-312.7,100,69.474499
-180.8,100,69.536752
-271.5,100,69.599028
-206.1,100,69.660136
-192.9,100,69.724339
-287.1,100,69.806503
-334.0,100,69.872766
-239.0,100,69.938268
-441.3,100,70.003447
-251.6,100,70.068753
-341.3,100,70.133247
-346.5,100,70.194718
-303.9,100,70.25678
-248.5,100,70.318445
-205.2,100,70.379633
-162.5,100,71.041653
-278.4,100,71.106316
-259.2,100,71.171043
-341.4,100,71.234055
-327.0,100,71.297864
-311.6,100,71.359881
-180.9,100,71.421876
-211.2,100,71.486869
-206.6,100,71.548854
-241.8,100,71.614434
-272.0,100,71.68103
-269.7,100,71.746996
-303.6,100,71.813558
-254.5,100,71.885508
-374.1,100,71.959143
-303.5,100,72.02593
-295.2,100,72.0919
-405.2,100,72.158355
-452.0,100,72.227171
-231.0,100,72.293767
-350.0,100,72.355232
-254.6,100,73.042753
-252.2,100,73.106175
-387.8,100,73.169632
-234.4,100,73.23221
-257.1,100,73.297152
-336.4,100,73.358607
-203.8,100,73.420422
-299.4,100,73.485417
-284.2,100,73.550347
-259.0,100,73.61655
-277.8,100,73.681952
-285.2,100,73.746905
-340.6,100,73.811795
-361.3,100,73.875167
-289.4,100,73.95037
-251.8,100,74.013524
-300.5,100,74.075268
-273.2,100,74.136082
-232.9,100,74.197491
-182.9,100,74.259602
-313.4,100,74.902428
-341.6,100,74.969637
-141.6,100,75.03441
-309.7,100,75.097992
-232.0,100,75.159357
-322.3,100,75.220085
-244.3,100,75.282694
-339.8,100,75.343817
-163.8,100,75.404315
-286.5,100,75.467289
-313.5,100,75.529254
-148.6,100,75.591241
-233.0,100,75.652021
-292.7,100,75.716507
-182.3,100,75.781137
-241.6,100,75.843407
-256.8,100,75.904429
-279.7,100,75.967673
-220.1,100,76.029645
-264.6,100,76.090812
-279.3,100,76.151363
-292.4,100,76.800598
-331.5,100,76.864234
-286.1,100,76.928035
-261.2,100,76.993913
-324.3,100,77.057406
-289.5,100,77.118692
-269.4,100,77.178919
-269.2,100,77.239601
-293.6,100,77.302982
-233.4,100,77.364171
-351.7,100,77.424496
-352.1,100,77.487731
-226.6,100,77.552594
-214.7,100,77.616868
-309.8,100,77.67954
-273.2,100,77.740268
-184.2,100,77.803089
-271.1,100,77.864406
-267.9,100,77.924723
-292.8,100,77.989121
-325.4,100,78.628781
-266.4,100,78.69266
-198.6,100,78.756863
-214.2,100,78.821822
-277.2,100,78.882952
-261.2,100,78.943591
-288.4,100,79.009035
-268.9,100,79.071243
-243.2,100,79.131722
-215.7,100,79.192767
-204.1,100,79.25418
-246.1,100,79.317941
-247.1,100,79.380491
-267.3,100,79.445454
-307.5,100,79.510144
-306.6,100,79.571931
-245.2,100,79.632775
-185.1,100,79.693373
-249.9,100,79.753352
-306.8,100,79.816681
-296.4,100,79.877626
-214.4,100,80.548544
-203.5,100,80.61259
-183.3,100,80.675735
-324.0,100,80.73675
-316.9,100,80.798327
-282.2,100,80.86066
-191.3,100,80.921902
-149.0,100,80.985854
-459.0,100,81.046979
-153.7,100,81.108743
-311.5,100,81.169263
-283.2,100,81.229853
-214.0,100,81.295
-359.8,100,81.358954
-229.9,100,81.422178
-437.7,100,81.484629
-327.9,100,81.546525
-246.3,100,81.608426
-220.9,100,81.669253
-277.8,100,81.730035
-237.2,100,82.370623
-204.9,100,82.43482
-250.9,100,82.500639
-220.2,100,82.564416
-400.8,100,82.624658
-181.6,100,82.68636
-180.8,100,82.748183
-200.8,100,82.810397
-279.8,100,82.873491
-330.4,100,82.934201
-247.4,100,82.997981
-354.5,100,83.060482
-278.5,100,83.125923
-326.6,100,83.19039
-181.5,100,83.255729
-294.3,100,83.318114
-288.7,100,83.379814
-202.0,100,83.441446
-311.2,100,83.505028
-205.5,100,83.566859
-147.1,100,83.627467
-269.1,100,84.30231
-271.5,100,84.366931
-287.0,100,84.430016
-268.7,100,84.494347
-316.5,100,84.556591
-331.9,100,84.617849
-320.7,100,84.678536
-396.0,100,84.738319
-310.6,100,84.798981
-364.0,100,84.861493
-229.4,100,84.923352
-165.1,100,84.986311
-211.6,100,85.051684
-248.5,100,85.115531
-392.2,100,85.177551
-326.2,100,85.238371
-290.3,100,85.300205
-300.0,100,85.367233
-168.5,100,85.428482
-168.1,100,85.491701
-390.5,100,86.145673
-456.7,100,86.208836
-163.3,100,86.272975
-323.7,100,86.336333
-199.0,100,86.405827
-294.2,100,86.466236
-217.1,100,86.531213
-247.9,100,86.592918
-334.6,100,86.652698
-272.2,100,86.714063
-433.1,100,86.774196
-284.6,100,86.837109
-309.4,100,86.901655
-167.3,100,86.965991
-352.2,100,87.030705
-315.7,100,87.091957
-270.8,100,87.152448
-262.0,100,87.212524
-114.5,100,87.273616
-263.9,100,87.334673
-283.3,100,87.397263
-245.2,100,88.062376
-210.5,100,88.126818
-144.9,100,88.190195
-163.3,100,88.251872
-368.2,100,88.311941
-206.3,100,88.375783
-232.0,100,88.436632
-316.4,100,88.499278
-339.8,100,88.561042
-218.4,100,88.621526
-230.1,100,88.682595
-370.2,100,88.741889
-263.4,100,88.806506
-229.9,100,88.872092
-328.9,100,88.934705
-374.8,100,88.996663
-327.8,100,89.059651
-349.7,100,89.120075
-194.2,100,89.18119
-210.0,100,89.241672
-274.5,100,89.867934
-243.0,100,89.933262
-218.1,100,89.997197
-253.5,100,90.061856
-339.1,100,90.122684
-329.4,100,90.183581
-299.2,100,90.244454
-158.4,100,90.305723
-141.0,100,90.368812
-201.9,100,90.430914
-232.4,100,90.492835
-256.1,100,90.556729
-205.4,100,90.619094
-248.2,100,90.684323
-242.2,100,90.749584
-235.2,100,90.81232
-294.1,100,90.875088
-288.8,100,90.936011
-288.5,100,90.997702
-262.3,100,91.060943
-336.0,100,91.121732
-269.7,100,91.774697
-331.5,100,91.837533
-263.0,100,91.903583
-271.8,100,91.965044
-189.2,100,92.029624
-288.2,100,92.092475
-200.2,100,92.153249
-262.0,100,92.214422
-128.9,100,92.275768
-214.0,100,92.337053
-216.2,100,92.400872
-222.3,100,92.462494
-324.4,100,92.527884
-288.3,100,92.592388
-202.8,100,92.654826
-274.0,100,92.715843
-278.1,100,92.776194
-217.4,100,92.837901
-244.0,100,92.90167
-214.6,100,92.963304
-498.9,100,93.637939
-212.4,100,93.702186
-208.1,100,93.766466
-227.8,100,93.828649
-204.4,100,93.892266
-201.4,100,93.954952
-222.5,100,94.018091
-220.1,100,94.08189
-228.3,100,94.143279
-248.7,100,94.203897
-220.1,100,94.264563
-284.1,100,94.325455
-425.9,100,94.388547
-225.3,100,94.453644
-212.0,100,94.517613
-268.3,100,94.580658
-532.3,100,94.639973
-357.6,100,94.700306
-201.0,100,94.760867
-205.2,100,94.82147
-330.6,100,94.883677
-264.8,100,95.544827
-283.7,100,95.609689
-271.3,100,95.673919
-199.9,100,95.745518
-284.7,100,95.806178
-242.1,100,95.867395
-313.3,100,95.92966
-205.5,100,95.990897
-265.7,100,96.054819
-214.8,100,96.116521
-165.1,100,96.178619
-227.0,100,96.240609
-186.4,100,96.305232
-243.0,100,96.370945
-197.7,100,96.43526
-173.7,100,96.497672
-158.9,100,96.563121
-233.1,100,96.630189
-354.2,100,96.695589
-213.2,100,96.759991
-369.3,100,97.580818
-437.9,100,97.646722
-265.6,100,97.71094
-267.4,100,97.774698
-181.8,100,97.836803
-271.2,100,97.898617
-233.2,100,97.960449
-237.1,100,98.023196
-168.4,100,98.088033
-276.9,100,98.151083
-151.2,100,98.21629
-144.1,100,98.281353
-224.7,100,98.342758
-151.8,100,98.405455
-213.8,100,98.469879
-239.1,100,98.53632
-168.5,100,98.602236
-269.2,100,98.667937
-164.4,100,98.732605
-152.5,100,98.796222
-271.7,100,99.438537
-163.9,100,99.503875
-274.2,100,99.569675
-178.2,100,99.634011
-230.0,100,99.695931
-244.7,100,99.757091
-156.9,100,99.818844
-293.1,100,99.894596
-271.8,100,99.95769
-370.7,100,100.018181
-205.2,100,100.083497
-218.7,100,100.145647
-206.0,100,100.207922
-276.9,100,100.272579
-183.5,100,100.337402
-216.0,100,100.399864
-234.4,100,100.46334
-169.4,100,100.525127
-394.8,100,100.588544
-222.4,100,100.650812
-294.4,100,100.711972
-225.9,100,101.326177
-194.8,100,101.389591
-209.9,100,101.454361
-137.3,100,101.517256
-151.7,100,101.582744
-174.0,100,101.644527
-184.4,100,101.705975
-322.3,100,101.766703
-210.8,100,101.828162
-241.5,100,101.889813
-277.5,100,101.967926
-190.1,100,102.030386
-222.0,100,102.096392
-145.5,100,102.161182
-230.5,100,102.226322
-203.7,100,102.288381
-149.3,100,102.349777
-278.4,100,102.411503
-176.1,100,102.474184
-249.2,100,102.536037
-282.8,100,103.166013
-286.1,100,103.230374
-279.9,100,103.293422
-188.3,100,103.356015
-222.8,100,103.4193
-178.2,100,103.481785
-137.9,100,103.54508
-305.2,100,103.607657
-218.4,100,103.673105
-296.4,100,103.737372
-145.6,100,103.802446
-176.1,100,103.868388
-233.6,100,103.935556
-182.6,100,104.005639
-177.9,100,104.075837
-273.1,100,104.140694
-160.0,100,104.205695
-273.8,100,104.270729
-255.4,100,104.336479
-304.1,100,104.400455
-233.7,100,104.468734
-218.3,100,105.18633
-215.8,100,105.252065
-206.5,100,105.318975
-324.8,100,105.38119
-298.2,100,105.443864
-201.4,100,105.506949
-301.2,100,105.570349
-275.9,100,105.632713
-255.0,100,105.693362
-182.0,100,105.755558
-134.1,100,105.816879
-419.7,100,105.879541
-198.1,100,105.946382
-301.7,100,106.009731
-223.1,100,106.074382
-283.4,100,106.135994
-285.7,100,106.197422
-224.0,100,106.258579
-231.4,100,106.319284
-320.4,100,106.379667
-214.7,100,107.126538
-253.2,100,107.194443
-219.3,100,107.260804
-288.1,100,107.327241
-332.4,100,107.394539
-334.4,100,107.460193
-309.4,100,107.52572
-217.0,100,107.593495
-133.3,100,107.659042
-331.2,100,107.723253
-296.8,100,107.786816
-223.8,100,107.851495
-182.9,100,107.914784
-312.2,100,107.978253
-226.5,100,108.03893
