env_steps,critic_loss,q1,q2,actor_loss,entropy,coef,critic_grad_norm,critic_seq_grad_norm,actor_grad_norm,actor_seq_grad_norm
30300,42515.5729,-13817.3247,-13818.5145,-252.9256,3.9695,1.0,200246.9003,714028.0625,0.3142,0.0
30400,40435.0485,-13611.9103,-13612.5866,-249.2205,3.9696,1.0,74247.2295,228972.7773,0.2829,0.0
30500,41043.9945,-13733.4645,-13734.0498,-251.3706,3.9695,1.0,366630.6263,1326916.4844,0.2821,0.0
30600,69039.013,-13704.3274,-13705.4265,-250.6872,3.9696,1.0,1562717.3278,5713235.5625,0.3054,0.0
30700,88134.8702,-13538.4904,-13537.6769,-248.1282,3.9694,1.0,281236.685,913456.3594,0.3031,0.0
30800,53213.8365,-13579.3462,-13579.0799,-248.541,3.9693,1.0,153746.345,457514.4297,0.2455,0.0
30900,41651.5247,-13913.3266,-13914.8626,-254.713,3.9695,1.0,44579.1834,120364.6191,0.2464,0.0
31000,40710.5355,-13422.5302,-13423.2563,-245.7642,3.9694,1.0,50417.3026,144560.1074,0.3242,0.0
31100,40490.6291,-13939.8487,-13940.6721,-255.2026,3.9696,1.0,86966.9205,249002.7422,0.2786,0.0
31200,40810.8379,-13630.0792,-13631.0474,-249.5778,3.9695,1.0,134366.4098,418210.8047,0.2506,0.0
31300,41210.1318,-13500.8288,-13501.304,-247.2166,3.9697,1.0,126713.5621,431318.9688,0.2915,0.0
31400,42432.3975,-14162.3402,-14162.8588,-259.3606,3.9694,1.0,128879.9717,363062.3438,0.2768,0.0
31500,42926.7123,-13421.9346,-13422.4582,-245.787,3.9695,1.0,386037.9132,1428945.9375,0.273,0.0
31600,48043.6462,-14027.4967,-14027.3077,-256.7786,3.9694,1.0,188996.9705,606071.1094,0.2831,0.0
31700,50527.6602,-13788.8435,-13789.7808,-252.4642,3.9695,1.0,268971.0378,866416.2969,0.318,0.0
31800,46079.9468,-13914.2625,-13914.9722,-254.8698,3.9694,1.0,97820.6957,254860.2344,0.2938,0.0
31900,43503.4395,-13938.7135,-13939.0999,-255.1834,3.9695,1.0,51754.8816,179142.0703,0.2793,0.0
32000,51910.0981,-13707.4498,-13707.3044,-251.0985,3.9696,1.0,310763.7994,1148055.125,0.2981,0.0
32100,48985.2752,-13945.6912,-13945.7847,-255.4296,3.9695,1.0,82184.9364,252580.1719,0.3413,0.0
32200,43368.0243,-13788.9319,-13789.9163,-252.4993,3.9694,1.0,95557.3548,346650.3633,0.2712,0.0
32300,44303.2284,-14085.0894,-14084.6772,-257.9329,3.9695,1.0,54350.4981,163265.1191,0.2432,0.0
32400,44079.7309,-14040.7494,-14041.3088,-257.1669,3.9694,1.0,177161.8626,618658.5312,0.3029,0.0
32500,45217.8412,-13760.6306,-13760.4788,-252.0153,3.9694,1.0,313092.2965,1147894.0312,0.2749,0.0
32600,47223.8385,-13824.0422,-13823.868,-253.1989,3.9694,1.0,120565.9999,352911.2109,0.2838,0.0
32700,45398.597,-14194.4151,-14194.9996,-259.9703,3.9694,1.0,212760.7944,628605.1094,0.2687,0.0
32800,46898.1075,-13957.91,-13958.187,-255.6402,3.9694,1.0,231628.8919,850535.1094,0.2929,0.0
32900,48321.7377,-14223.6512,-14224.3467,-260.5621,3.9695,1.0,156091.2969,524631.25,0.2999,0.0
33000,46418.4916,-14005.6728,-14005.0525,-256.4725,3.9694,1.0,99827.8192,301660.6211,0.3189,0.0
33100,46503.6843,-14017.0347,-14018.2065,-256.7726,3.9695,1.0,178704.3374,625186.1562,0.3016,0.0
