env_steps,return,invalid_actions,length,FPS,time
6800,-1.3,0.49,100,60.743,1.6463
6900,0.6,0.89,100,61.1794,1.6345
7000,1.3,0.75,100,0.0,0.4282
7100,0.8,0.82,100,60.0459,1.6654
7200,0.9,0.8,100,61.5058,1.6259
7300,8.3,0.6,100,60.5647,1.6511
7400,0.3,0.93,100,61.2859,1.6317
7500,7.5,0.41,100,60.2477,1.6598
7600,-9.8,0.98,100,61.4461,1.6274
7700,1.3,0.71,100,61.2508,1.6326
7800,7.7,0.56,100,60.7438,1.6463
7900,-9.8,0.98,100,60.7551,1.646
8000,2.6,0.25,100,0.0,0.4297
8100,0.5,0.88,100,60.1262,1.6632
8200,-9.6,0.96,100,60.3075,1.6582
8300,-9.8,0.98,100,61.18,1.6345
8400,7.7,0.39,100,61.4666,1.6269
8500,-9.8,0.98,100,60.7739,1.6454
8600,0.6,0.88,100,60.8456,1.6435
8700,1.0,0.79,100,61.6236,1.6228
8800,8.6,0.02,100,61.7942,1.6183
8900,13.2,0.0,100,60.3378,1.6573
9000,1.4,0.64,100,0.0,0.4351
9100,2.3,0.56,100,60.9245,1.6414
9200,0.7,0.84,100,61.0879,1.637
9300,0.5,0.82,100,60.7854,1.6451
9400,9.1,0.0,100,61.0796,1.6372
9500,0.4,0.94,100,61.2162,1.6336
9600,0.3,0.94,100,61.4919,1.6262
9700,9.9,0.06,100,60.4915,1.6531
9800,0.4,0.92,100,61.4079,1.6285
9900,10.1,0.18,100,61.6813,1.6212
10000,0.6,0.85,100,0.0,0.4332
10100,8.5,0.45,100,60.2945,1.6585
10200,8.1,0.56,100,61.386,1.629
10300,0.6,0.86,100,61.4814,1.6265
10400,7.8,0.37,100,61.2037,1.6339
10500,5.9,0.45,100,60.7563,1.6459
10600,11.6,0.01,100,60.586,1.6505
10700,-9.3,0.95,100,61.3834,1.6291
10800,0.4,0.94,100,60.905,1.6419
10900,1.8,0.62,100,59.8748,1.6702
11000,1.1,0.76,100,0.0,0.437
11100,8.1,0.38,100,60.76,1.6458
11200,8.6,0.46,100,60.1669,1.662
11300,3.2,0.79,100,60.4887,1.6532
11400,1.8,0.54,100,60.9993,1.6394
11500,0.9,0.81,100,61.2802,1.6318
11600,0.2,0.96,100,60.0342,1.6657
11700,8.2,0.46,100,60.809,1.6445
11800,6.8,0.29,100,60.8432,1.6436
11900,5.2,0.21,100,60.1078,1.6637
12000,9.5,0.13,100,0.0,0.4387
12100,9.6,0.89,100,60.01,1.6664
12200,1.3,0.72,100,60.1919,1.6614
12300,2.7,0.51,100,60.3678,1.6565
12400,0.9,0.81,100,61.2893,1.6316
12500,12.0,0.25,100,60.9281,1.6413
12600,-9.7,0.97,100,60.8167,1.6443
12700,-9.8,0.98,100,60.7804,1.6453
12800,-10.0,1.0,100,61.3931,1.6288
12900,-1.9,0.53,100,60.6621,1.6485
13000,12.5,0.0,100,0.0,0.4403
13100,10.0,0.5,100,59.7022,1.675
13200,0.4,0.94,100,60.5581,1.6513
13300,13.3,0.0,100,60.7386,1.6464
13400,0.4,0.94,100,60.6538,1.6487
13500,0.5,0.92,100,61.0601,1.6377
13600,6.8,0.39,100,60.5435,1.6517
13700,4.4,0.11,100,60.3814,1.6561
13800,7.5,0.52,100,60.6927,1.6476
13900,0.7,0.86,100,60.6918,1.6477
14000,11.9,0.01,100,0.0,0.4449
14100,13.5,0.01,100,59.7027,1.675
14200,1.6,0.57,100,60.5172,1.6524
14300,8.9,0.0,100,60.7602,1.6458
14400,-1.1,0.49,100,60.3658,1.6566
14500,-1.4,0.49,100,60.2141,1.6607
14600,0.8,0.86,100,60.3829,1.6561
14700,7.2,0.33,100,61.1674,1.6349
14800,0.5,0.86,100,60.9792,1.6399
14900,0.4,0.94,100,60.6227,1.6495
15000,7.2,0.34,100,0.0,0.4459
15100,12.4,0.01,100,60.2403,1.66
15200,-8.7,0.9,100,60.4684,1.6538
15300,0.9,0.75,100,60.0737,1.6646
15400,0.8,0.58,100,60.3715,1.6564
15500,-9.8,0.98,100,60.5659,1.6511
15600,-9.9,0.99,100,60.2762,1.659
15700,-10.0,1.0,100,61.0363,1.6384
15800,-9.8,0.98,100,60.8407,1.6436
15900,-9.9,0.99,100,60.1494,1.6625
16000,-10.0,1.0,100,0.0,0.4357
16100,-9.8,0.98,100,60.2063,1.661
16200,0.4,0.92,100,59.7967,1.6723
16300,-9.9,0.99,100,60.1513,1.6625
16400,-10.0,1.0,100,60.5447,1.6517
16500,-10.0,1.0,100,60.6469,1.6489
16600,-9.9,0.99,100,60.1239,1.6632
16700,-9.9,0.99,100,60.8245,1.6441
16800,-10.0,1.0,100,61.0366,1.6384
16900,0.4,0.91,100,60.1849,1.6615
17000,-9.9,0.99,100,0.0,0.427
17100,-9.9,0.99,100,60.8373,1.6437
17200,-3.2,0.93,100,60.6483,1.6489
17300,-9.9,0.99,100,60.8058,1.6446
17400,-9.9,0.99,100,61.4351,1.6277
17500,-9.9,0.99,100,61.6237,1.6228
17600,-10.0,1.0,100,61.0555,1.6379
17700,-9.9,0.99,100,60.6194,1.6496
17800,-10.0,1.0,100,60.7244,1.6468
17900,0.3,0.92,100,60.7104,1.6472
18000,-9.8,0.98,100,0.0,0.4212
18100,1.3,0.68,100,59.5155,1.6802
18200,8.4,0.43,100,60.0292,1.6659
18300,3.6,0.0,100,57.229,1.7474
18400,0.4,0.9,100,59.7837,1.6727
18500,-10.0,1.0,100,61.0128,1.639
18600,1.6,0.75,100,60.683,1.6479
18700,-6.9,0.77,100,59.8667,1.6704
18800,0.4,0.94,100,60.7332,1.6465
18900,-9.4,0.96,100,61.12,1.6361
19000,0.8,0.86,100,0.0,0.4353
19100,0.3,0.92,100,59.6261,1.6771
19200,2.3,0.45,100,60.0794,1.6645
19300,0.8,0.82,100,60.5314,1.652
19400,2.1,0.56,100,59.8088,1.672
19500,2.7,0.34,100,60.4544,1.6541
19600,0.8,0.76,100,60.4299,1.6548
19700,0.7,0.86,100,60.0282,1.6659
19800,0.3,0.95,100,60.4627,1.6539
19900,0.0,0.68,100,59.7791,1.6728
20000,1.1,0.8,100,0.0,0.4347
20100,-0.8,0.46,100,59.382,1.684
20200,1.6,0.53,100,60.3522,1.6569
20300,9.4,0.86,100,60.2473,1.6598
20400,6.1,0.46,100,59.7447,1.6738
20500,1.3,0.76,100,60.2838,1.6588
20600,0.6,0.86,100,60.16,1.6622
20700,-6.3,0.74,100,59.4745,1.6814
20800,4.2,0.71,100,60.0443,1.6654
20900,1.6,0.66,100,58.94,1.6966
21000,-1.4,0.49,100,0.0,0.4341
21100,1.2,0.7,100,60.0532,1.6652
21200,0.5,0.86,100,60.0775,1.6645
21300,1.7,0.6,100,60.3511,1.657
21400,1.1,0.66,100,60.0845,1.6643
21500,0.5,0.92,100,60.0018,1.6666
21600,1.0,0.76,100,61.0245,1.6387
21700,0.5,0.93,100,60.6103,1.6499
21800,2.0,0.52,100,59.7018,1.675
21900,0.6,0.9,100,60.1886,1.6614
22000,0.8,0.9,100,0.0,0.4338
22100,1.9,0.44,100,58.5768,1.7072
22200,9.5,0.72,100,59.2934,1.6865
22300,0.4,0.94,100,59.7338,1.6741
22400,0.5,0.92,100,59.9701,1.6675
22500,0.8,0.81,100,60.1584,1.6623
22600,0.3,0.92,100,60.2862,1.6588
22700,1.4,0.66,100,59.6926,1.6753
22800,-0.5,0.44,100,59.8939,1.6696
22900,5.0,0.65,100,60.8132,1.6444
23000,1.8,0.6,100,0.0,0.4382
23100,0.5,0.91,100,59.4155,1.6831
23200,0.4,0.28,100,60.0304,1.6658
23300,-0.2,0.45,100,58.8632,1.6989
23400,8.0,0.39,100,59.5334,1.6797
23500,0.8,0.86,100,60.8165,1.6443
23600,0.4,0.91,100,59.8315,1.6714
23700,0.7,0.82,100,60.6009,1.6501
23800,-9.8,0.98,100,61.2074,1.6338
23900,1.2,0.7,100,60.9606,1.6404
24000,0.3,0.91,100,0.0,0.435
24100,-9.8,0.98,100,60.9126,1.6417
24200,1.3,0.71,100,60.2252,1.6604
24300,0.5,0.93,100,60.3788,1.6562
24400,-9.8,0.98,100,60.5983,1.6502
24500,0.8,0.85,100,60.8328,1.6439
24600,3.6,0.65,100,58.0348,1.7231
24700,0.9,0.79,100,52.5755,1.902
24800,0.4,0.93,100,56.8215,1.7599
24900,7.0,0.33,100,54.4355,1.837
25000,0.5,0.87,100,0.0,0.4446
25100,0.3,0.93,100,57.9794,1.7248
25200,-9.9,0.99,100,55.426,1.8042
25300,0.7,0.89,100,56.2002,1.7794
25400,0.6,0.88,100,57.8116,1.7298
25500,0.9,0.79,100,54.1992,1.845
25600,10.8,0.07,100,56.909,1.7572
25700,0.7,0.84,100,57.7369,1.732
25800,0.9,0.83,100,57.7404,1.7319
25900,0.9,0.75,100,54.8446,1.8233
26000,0.5,0.93,100,0.0,0.4366
26100,0.4,0.91,100,60.0677,1.6648
26200,0.8,0.81,100,61.0176,1.6389
26300,1.1,0.72,100,56.121,1.7819
26400,0.6,0.85,100,54.0487,1.8502
26500,0.5,0.91,100,59.968,1.6676
26600,1.5,0.61,100,60.71,1.6472
26700,-8.4,0.9,100,57.0793,1.752
26800,0.9,0.77,100,51.4837,1.9424
26900,-10.0,1.0,100,57.4182,1.7416
27000,-9.9,0.99,100,0.0,0.5015
27100,2.3,0.52,100,56.459,1.7712
27200,-8.1,0.89,100,52.7334,1.8963
27300,8.4,0.0,100,59.3163,1.6859
27400,-10.0,1.0,100,55.8004,1.7921
27500,1.0,0.82,100,57.7607,1.7313
27600,8.2,0.38,100,59.3084,1.6861
27700,0.6,0.89,100,59.9939,1.6668
27800,0.2,0.96,100,57.0838,1.7518
27900,-7.8,0.87,100,59.9035,1.6694
28000,1.4,0.66,100,0.0,0.4368
28100,-10.0,1.0,100,60.1791,1.6617
28200,-4.3,0.62,100,59.852,1.6708
28300,1.5,0.59,100,59.8416,1.6711
28400,0.1,0.97,100,60.2276,1.6604
28500,0.2,0.96,100,59.7777,1.6729
28600,0.2,0.96,100,60.3046,1.6582
28700,-10.0,1.0,100,60.0711,1.6647
28800,-9.9,0.99,100,60.052,1.6652
28900,-10.0,1.0,100,60.5032,1.6528
29000,0.0,0.0,100,0.0,0.4285
29100,-9.9,0.99,100,60.4177,1.6551
29200,-9.8,0.98,100,60.1812,1.6616
29300,-10.0,1.0,100,59.8124,1.6719
29400,-9.5,0.96,100,60.7319,1.6466
29500,-10.0,1.0,100,60.5201,1.6523
29600,-9.9,0.99,100,60.5198,1.6524
29700,-10.0,1.0,100,60.5607,1.6512
29800,-10.0,1.0,100,60.5057,1.6527
29900,-9.9,0.99,100,59.3653,1.6845
30000,-10.0,1.0,100,0.0,0.4623
