env_steps,return,length,FPS,time
3440,4.0,10,36.111,0.3046
3450,89.0,3,40.5172,0.2468
3453,51.0,7,24.7178,0.1214
3460,-85.0,19,28.5773,0.245
3479,-18.0,14,37.3506,0.5087
3493,41.0,7,41.3432,0.3386
3500,31.0,7,34.8708,0.2007
3507,67.0,5,36.4285,0.1922
3512,57.0,5,33.1959,0.1506
3517,41.0,7,31.8857,0.1568
3524,-48.0,14,30.2574,0.2313
3538,-133.0,23,32.5638,0.4299
3561,41.0,7,41.9689,0.548
3568,5.0,9,33.6574,0.208
3577,83.0,3,39.5121,0.2278
3580,51.0,7,23.7922,0.1261
3587,67.0,5,35.3861,0.1978
3592,14.0,10,29.7582,0.168
3602,93.0,3,46.7517,0.2139
3605,51.0,7,26.0627,0.1151
3612,24.0,10,33.497,0.209
3622,-19.0,17,35.6872,0.2802
3639,83.0,3,41.762,0.4071
3642,41.0,7,24.1449,0.1243
3649,-40.0,28,22.4024,0.3125
3677,-25.0,19,41.0365,0.6823
3696,-205.0,45,29.226,0.6501
3741,-44.0,18,43.3608,1.0378
3759,33.0,13,38.7453,0.4646
3772,93.0,3,41.6955,0.3118
3775,60.0,8,25.1046,0.1195
3783,-57.0,23,26.0753,0.3068
3806,45.0,9,42.0664,0.5468
3815,62.0,6,36.4421,0.247
3821,77.0,5,38.5773,0.1555
3826,-43.0,23,17.5475,0.2849
3849,-114.0,34,33.7009,0.6825
3883,61.0,7,46.8746,0.7253
3890,10.0,18,27.3675,0.2558
3908,23.0,13,41.065,0.4383
3921,-17.0,21,33.4702,0.3884
3942,34.0,10,40.2098,0.5223
3952,-216.0,38,26.4185,0.3785
3990,-85.0,29,38.9198,0.9764
4019,93.0,3,0.0,0.0171
4022,-64.0,34,13.1443,0.2282
4056,31.0,17,44.5671,0.7629
4073,-11.0,31,32.2537,0.5271
4104,77.0,5,45.0487,0.6881
4109,67.0,5,32.8185,0.1524
4114,35.0,9,28.9526,0.1727
4123,-28.0,24,29.1796,0.3084
4147,-115.0,39,34.172,0.7023
4186,93.0,3,47.5707,0.8198
4189,-93.0,25,14.1869,0.2115
4214,-417.0,59,30.6025,0.8169
4273,-572.0,58,39.7991,1.4824
4331,-3.0,17,43.5675,1.3313
4348,77.0,5,39.6747,0.4285
4353,-127.0,49,14.1923,0.3523
4402,55.0,9,47.0591,1.0412
4411,-329.0,97,14.2385,0.6321
4508,83.0,3,48.6031,1.9958
4511,-11.0,29,14.3071,0.2097
4540,-182.0,58,32.0966,0.9035
4598,-74.0,34,41.8107,1.3872
4632,-55.0,29,39.6991,0.8564
4661,-1.0,19,38.8051,0.7473
4680,35.0,19,38.5184,0.4933
4699,-79.0,43,28.7115,0.6618
4742,83.0,3,45.979,0.9352
4745,-145.0,39,11.6592,0.2573
4784,83.0,3,47.2699,0.8251
4787,-70.0,36,11.8652,0.2528
4823,-446.0,100,30.1878,1.1925
4923,-316.0,100,40.2849,2.4823
5023,-316.0,100,0.0,0.421
5123,-316.0,100,40.5845,2.464
5223,-310.0,100,40.4592,2.4716
5323,-436.0,100,40.1657,2.4897
5423,-430.0,100,40.7212,2.4557
5523,-149.0,71,41.779,2.3935
5594,-95.0,59,41.6737,1.7037
5653,-140.0,70,38.0295,1.5514
5723,-143.0,65,38.4023,1.8228
5788,-260.0,64,39.8261,1.6321
5852,-127.0,67,40.1216,1.5952
5919,-108.0,60,39.9321,1.6779
5979,-152.0,58,37.4012,1.6042
6037,-70.0,54,0.0,0.2596
6091,-130.0,64,37.0217,1.4586
6155,-215.0,75,38.4162,1.666
6230,-67.0,53,42.8029,1.7522
6283,-208.0,60,37.3786,1.4179
6343,-60.0,48,39.7209,1.5105
6391,-186.0,62,36.6267,1.3105
6453,93.0,3,48.1632,1.2873
6456,-45.0,45,10.5978,0.2831
6501,65.0,9,45.4281,0.9906
6510,93.0,3,40.8593,0.2203
6513,-64.0,48,10.303,0.2912
6561,-840.0,100,34.241,1.4018
6661,-79.0,43,43.6135,2.2929
6704,-45.0,39,38.4688,1.1178
6743,-67.0,31,37.5045,1.0399
6774,-360.0,100,27.6766,1.1201
6874,-205.0,91,40.4714,2.4709
6965,-58.0,42,44.2452,2.0567
7007,-96.0,62,0.0,0.2615
7069,-101.0,61,38.9081,1.5935
7130,-86.0,56,39.1775,1.557
7186,-39.0,47,41.3018,1.3559
7233,-151.0,57,38.0179,1.2363
7290,33.0,23,42.9684,1.3266
7313,-73.0,51,25.2589,0.9106
7364,-109.0,57,34.3436,1.485
7421,-49.0,47,39.2961,1.4505
7468,-107.0,53,38.322,1.2265
7521,-79.0,53,36.9045,1.4361
7574,-71.0,51,38.2878,1.3843
7625,82.0,6,41.7911,1.2204
7631,-53.0,45,14.2565,0.4209
7676,-71.0,47,39.6216,1.1357
7723,-43.0,45,36.4799,1.2884
7768,-61.0,47,37.0072,1.216
7815,-121.0,57,37.4756,1.2541
7872,-27.0,43,41.2643,1.3813
7915,-59.0,45,35.9745,1.1953
7960,-69.0,47,38.1164,1.1806
8007,-41.0,47,0.0,0.1991
8054,-79.0,47,37.9184,1.2395
8101,-35.0,45,38.7564,1.2127
8146,-59.0,47,38.0908,1.1814
8193,-71.0,51,38.6246,1.2168
8244,-99.0,43,39.467,1.2922
8287,-77.0,49,36.9454,1.1639
8336,-57.0,43,39.222,1.2493
8379,72.0,6,43.1023,0.9976
8385,-66.0,42,18.4714,0.3248
8427,-71.0,47,38.9837,1.0774
8474,-47.0,49,38.8565,1.2096
8523,55.0,9,45.1872,1.0844
8532,-95.0,55,18.3532,0.4904
8587,-77.0,53,39.6078,1.3886
8640,-35.0,39,40.9457,1.2944
8679,-105.0,63,34.5266,1.1296
8742,-81.0,47,41.0458,1.5349
8789,-67.0,45,38.0993,1.2336
8834,-111.0,51,35.3881,1.2716
8885,-107.0,67,36.8967,1.3822
8952,-91.0,61,40.1906,1.6671
9013,-39.0,47,0.0,0.201
9060,-13.0,35,40.3958,1.1635
9095,78.0,4,45.8968,0.7626
9099,-19.0,43,14.2898,0.2799
9142,27.0,23,43.462,0.9894
9165,35.0,19,37.1536,0.6191
9184,29.0,21,36.4117,0.5218
9205,87.0,5,41.3968,0.5073
9210,29.0,23,22.267,0.2245
9233,-110.0,40,32.6351,0.7048
9273,-35.0,29,42.2031,0.9478
9302,-33.0,33,36.3867,0.797
9335,-24.0,34,38.2793,0.8621
9369,93.0,3,45.3285,0.7501
9372,61.0,7,25.9799,0.1155
9379,4.0,22,24.7958,0.2823
9401,45.0,19,41.415,0.5312
9420,-40.0,36,32.0882,0.5921
9456,10.0,28,39.161,0.9193
9484,-30.0,36,38.188,0.7332
9520,15.0,27,40.2674,0.894
9547,27.0,25,40.0915,0.6735
9572,21.0,25,37.6928,0.6633
9597,-75.0,45,33.5925,0.7442
9642,81.0,7,42.7752,1.052
9649,-88.0,42,20.2329,0.346
9691,27.0,23,42.442,0.9896
9714,-49.0,43,31.8328,0.7225
9757,21.0,25,37.5785,1.1443
9782,21.0,25,32.2407,0.7754
9807,-63.0,41,32.6898,0.7648
9848,71.0,7,43.3052,0.9468
9855,-45.0,29,20.9222,0.3346
9884,-27.0,31,37.0799,0.7821
9915,-10.0,36,36.321,0.8535
9951,47.0,15,44.1743,0.815
9966,-97.0,49,26.8945,0.5577
10015,11.0,27,0.0,0.1228
10042,-44.0,34,36.1426,0.747
10076,11.0,27,39.3961,0.863
10103,-56.0,38,36.0728,0.7485
10141,3.0,31,41.053,0.9256
10172,-5.0,27,38.4022,0.8072
10199,11.0,27,37.4011,0.7219
10226,-9.0,27,36.998,0.7298
10253,-5.0,29,36.2992,0.7438
10282,-38.0,42,34.3634,0.8439
10324,-91.0,41,41.1789,1.0199
10365,-26.0,32,39.401,1.0406
10397,-31.0,31,40.6776,0.7867
10428,45.0,19,42.7166,0.7257
10447,-31.0,31,32.4572,0.5854
10478,49.0,19,39.6875,0.7811
10497,-15.0,29,31.9176,0.5953
10526,81.0,7,45.8056,0.6331
10533,52.0,16,27.5232,0.2543
10549,-42.0,40,32.03,0.4995
10589,29.0,21,43.8839,0.9115
10610,-58.0,32,34.4733,0.6092
10642,-31.0,31,40.0778,0.7984
10673,26.0,26,36.7002,0.8447
10699,-57.0,33,36.8163,0.7062
10732,-9.0,27,36.933,0.8935
10759,15.0,27,34.5985,0.7804
10786,46.0,18,39.6409,0.6811
10804,-50.0,36,29.9755,0.6005
10840,81.0,7,45.0748,0.7987
10847,57.0,15,28.364,0.2468
10862,-5.0,29,31.9858,0.469
10891,93.0,3,45.8845,0.632
10894,93.0,3,29.949,0.1002
10897,11.0,27,14.4691,0.2073
10924,93.0,3,43.6326,0.6188
10927,93.0,3,29.2909,0.1024
10930,-17.0,33,12.3056,0.2438
10963,74.0,10,41.8365,0.7888
10973,-111.0,47,23.9883,0.4169
11020,23.0,21,0.0,0.0997
11041,5.0,27,35.5508,0.5907
11068,9.0,21,38.1097,0.7085
11089,-1.0,31,28.888,0.7269
11120,-8.0,32,36.8447,0.8414
11152,82.0,6,43.9791,0.7276
11158,-11.0,33,21.4276,0.28
11191,-41.0,47,35.8298,0.921
11238,93.0,3,46.3165,1.0148
11241,-20.0,36,12.258,0.2447
11277,48.0,12,43.2861,0.8317
11289,-11.0,29,32.0366,0.3746
11318,48.0,12,40.0016,0.725
11330,87.0,5,42.3518,0.2833
11335,58.0,12,26.333,0.1899
11347,87.0,5,42.9307,0.2795
11352,71.0,7,30.9187,0.1617
11359,81.0,7,32.8178,0.2133
11366,-59.0,37,20.1144,0.348
11403,58.0,12,43.6083,0.8485
11415,27.0,25,31.2237,0.3843
11440,62.0,14,40.1847,0.6221
11454,1.0,27,30.4454,0.4598
11481,-20.0,28,37.4772,0.7204
11509,19.0,21,40.4399,0.6924
11530,-101.0,47,30.4852,0.6889
11577,33.0,13,29.0946,1.6154
11590,39.0,11,36.8185,0.3531
11601,5.0,29,24.5122,0.4488
11630,81.0,7,42.6834,0.6794
11637,58.0,12,29.7741,0.2351
11649,65.0,9,39.2614,0.3056
11658,-107.0,43,21.5849,0.417
11701,-22.0,40,38.1319,1.1277
11741,-67.0,43,38.7528,1.0322
11784,-21.0,31,40.0823,1.0728
11815,-34.0,34,37.2431,0.8324
11849,65.0,9,44.7983,0.759
11858,71.0,7,36.3228,0.2478
11865,71.0,7,36.4354,0.1921
11872,-34.0,34,22.4296,0.3121
11906,-27.0,33,41.4023,0.8212
11939,-35.0,39,35.7281,0.9236
11978,33.0,13,43.7464,0.8915
11991,23.0,13,32.6895,0.3977
12004,-27.0,33,0.0,0.143
12037,-65.0,39,38.1063,0.866
12076,-21.0,21,41.4247,0.9415
12097,-37.0,33,34.3421,0.6115
12130,-75.0,51,34.9068,0.9454
12181,21.0,25,43.1182,1.1828
12206,-75.0,35,34.7834,0.7187
12241,15.0,27,40.0836,0.8732
12268,-36.0,38,33.4311,0.8076
12306,46.0,16,44.789,0.8484
12322,64.0,10,40.6561,0.3935
12332,64.0,10,40.3057,0.2481
12342,80.0,8,41.5581,0.2406
12350,-3.0,23,30.6715,0.2608
12373,-45.0,29,36.2697,0.6341
12402,28.0,14,40.0175,0.7247
12416,-11.0,31,33.5984,0.4167
12447,-89.0,47,35.127,0.8825
12494,75.0,9,41.9581,1.1202
12503,49.0,11,30.8964,0.2913
12514,-11.0,29,27.8163,0.3955
12543,-58.0,36,35.6498,0.8135
12579,-15.0,39,35.8681,1.0037
12618,-63.0,45,38.1622,1.022
12663,55.0,9,45.4636,0.9898
12672,41.0,15,31.3653,0.2869
12687,81.0,7,40.4587,0.3707
12694,86.0,6,34.3087,0.204
12700,55.0,9,33.5886,0.1786
12709,-42.0,42,22.3878,0.402
12751,77.0,5,46.284,0.9074
12756,11.0,17,25.6747,0.1947
12773,55.0,9,38.8516,0.4376
12782,-17.0,21,30.7132,0.293
12803,87.0,5,44.1022,0.4762
12808,-12.0,30,17.5354,0.2851
12838,-69.0,37,38.2048,0.7852
12875,-3.0,35,39.3083,0.9413
12910,-326.0,100,29.2076,1.1983
13010,55.0,9,0.0,0.044
13019,88.0,4,41.1769,0.2186
13023,83.0,3,38.9442,0.1027
13026,45.0,9,24.1885,0.124
13035,93.0,3,40.8491,0.2203
13038,77.0,5,27.1783,0.1104
13043,-64.0,44,15.1456,0.3301
13087,1.0,29,43.2011,1.0185
13116,-9.0,35,35.8535,0.8088
13151,58.0,12,43.1754,0.8106
13163,-217.0,95,17.477,0.6866
13258,-49.0,39,44.5322,2.1333
13297,-380.0,100,30.3514,1.285
13397,30.0,18,46.55,2.1482
13415,87.0,5,42.8758,0.4198
13420,80.0,8,27.6612,0.1808
13428,-5.0,29,25.5855,0.3127
13457,49.0,11,44.1589,0.6567
13468,-316.0,100,16.2336,0.6776
13568,-476.0,100,39.4722,2.5334
13668,81.0,7,48.1986,2.0747
13675,33.0,23,25.2921,0.2768
13698,-330.0,100,25.313,0.9086
13798,-616.0,100,39.8233,2.5111
13898,29.0,11,47.1941,2.1189
13909,-350.0,100,16.2261,0.6779
14009,93.0,3,0.0,0.018
14012,87.0,5,28.3394,0.1059
14017,48.0,12,25.5065,0.196
14029,80.0,8,40.0063,0.3
14037,87.0,5,42.548,0.188
14042,-346.0,100,9.226,0.5419
14142,-406.0,100,39.0597,2.5602
14242,-356.0,100,39.3052,2.5442
14342,-290.0,100,39.4919,2.5322
14442,38.0,22,45.6578,2.1902
14464,-336.0,100,24.0322,0.9154
14564,68.0,12,46.4995,2.1506
14576,-16.0,30,28.7154,0.4179
14606,93.0,3,47.1442,0.6363
14609,6.0,26,13.8523,0.2166
14635,-296.0,100,25.6977,1.0118
14735,9.0,31,45.2667,2.2091
14766,-316.0,100,27.3805,1.1322
14866,-11.0,21,45.9213,2.1776
14887,-28.0,32,32.8471,0.6393
14919,-336.0,100,29.268,1.0933
15019,-336.0,100,0.0,0.4525
15119,-350.0,100,39.9371,2.5039
15219,-330.0,100,38.8176,2.5761
15319,-18.0,32,45.6355,2.1913
15351,-13.0,35,38.3377,0.8347
15386,-310.0,100,29.6537,1.1803
15486,-366.0,100,40.0239,2.4985
15586,-49.0,35,45.1731,2.2137
15621,93.0,3,46.5852,0.7513
15624,93.0,3,30.8097,0.0974
15627,-320.0,100,5.7964,0.5176
15727,-50.0,36,45.1833,2.2132
15763,-330.0,100,26.9552,1.3356
15863,87.0,5,48.0621,2.0806
15868,-350.0,100,8.7904,0.5688
15968,-94.0,38,44.1453,2.2652
16006,-59.0,35,0.0,0.1561
16041,77.0,5,43.6637,0.8016
16046,61.0,7,26.1558,0.1912
16053,93.0,3,33.9746,0.206
16056,61.0,7,24.4118,0.1229
16063,77.0,5,34.2412,0.2044
16068,61.0,7,32.5441,0.1536
16075,-37.0,31,22.6352,0.3093
16106,70.0,8,43.1659,0.7182
16114,77.0,5,39.8272,0.2009
16119,-22.0,32,18.8625,0.2651
16151,72.0,6,45.5842,0.702
16157,55.0,9,32.4107,0.1851
16166,71.0,7,33.3569,0.2698
16173,71.0,7,32.2281,0.2172
16180,6.0,24,25.1616,0.2782
16204,93.0,3,42.3572,0.5666
16207,93.0,3,29.4195,0.102
16210,93.0,3,28.5228,0.1052
16213,-316.0,100,5.5954,0.5362
16313,11.0,17,47.0867,2.1237
16330,83.0,3,41.2749,0.4119
16333,83.0,3,31.1052,0.0964
16336,34.0,12,21.0942,0.1422
16348,-420.0,100,17.2835,0.6943
16448,40.0,18,44.5413,2.2451
16466,-57.0,33,31.6831,0.5681
16499,25.0,19,39.9623,0.8258
16518,17.0,15,38.2175,0.4972
16533,-29.0,27,33.153,0.4524
16560,4.0,20,38.2617,0.7057
16580,17.0,23,38.8551,0.5147
16603,39.0,21,38.245,0.6014
16624,61.0,7,42.8258,0.4904
16631,-52.0,40,20.565,0.3404
16671,77.0,5,47.7858,0.8371
16676,-450.0,100,9.0733,0.5511
16776,-516.0,100,40.6798,2.4582
16876,-49.0,27,45.798,2.1835
16903,-280.0,100,25.813,1.046
17003,-50.0,38,0.0,0.167
17041,61.0,7,44.7084,0.85
17048,-320.0,100,11.5972,0.6036
17148,-420.0,100,39.4314,2.5361
17248,-290.0,100,40.0325,2.498
17348,27.0,23,46.6957,2.1415
17371,-31.0,39,33.955,0.6774
17410,-3.0,25,42.2973,0.922
17435,-426.0,100,25.244,0.9903
17535,-310.0,100,39.9207,2.505
17635,-3.0,23,46.9198,2.1313
17658,86.0,6,41.1997,0.5583
17664,-336.0,100,10.656,0.5631
17764,-21.0,21,47.2954,2.1144
17785,-490.0,100,22.162,0.9476
17885,17.0,23,47.0168,2.1269
17908,-320.0,100,24.7933,0.9277
